   BENCHMARK INFORMATION
benchmark definition:    test/test-sets/ressat-thesis.xml
name:                    ressat-thesis
run sets:                minimize-Cachet, bare-Cachet
date:                    Tue, 2021-04-06 18:22:30 CST
tool:                    ABC
tool executable:         bin/abc
options:                 
parallel runs:           15
resource limits:
- memory:                8000.0 MB
- time:                  900 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                8000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    alcom-PowerEdge-T440
os:                      Linux-5.4.0-58-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon Silver 4210 CPU @ 2.20GHz
- cores:                 40
- max frequency:         3200.0 MHz
- turbo boost enabled:   False
ram:                     134616.424448 MB
------------------------------------------------------------



minimize-Cachet
Run set 1 of 2 with options '-c ssat -bvt' and propertyfile 'None'

inputfile                                 status                       cpu time   wall time        host
re-random/rand-4-30-90-15.141.sdimacs     done                             0.14        0.14        None
re-random/rand-4-30-90-15.142.sdimacs     done                             0.12        0.13        None
re-random/rand-4-30-90-15.143.sdimacs     done                             0.19        0.21        None
re-random/rand-4-30-90-15.144.sdimacs     done                             0.10        0.11        None
re-random/rand-4-40-120-20.160.sdimacs    done                             3.71        3.71        None
re-random/rand-4-40-120-20.161.sdimacs    done                             2.10        2.10        None
re-random/rand-4-40-120-20.162.sdimacs    done                             1.25        1.25        None
re-random/rand-4-40-120-20.163.sdimacs    done                             1.08        1.08        None
re-random/rand-4-40-120-20.164.sdimacs    done                             2.15        2.15        None
re-random/rand-4-40-160-20.165.sdimacs    done                             6.69        6.70        None
re-random/rand-4-40-160-20.166.sdimacs    done                             4.04        4.04        None
re-random/rand-4-40-160-20.167.sdimacs    done                             5.25        5.25        None
re-random/rand-4-40-160-20.168.sdimacs    done                             5.98        5.99        None
re-random/rand-4-40-160-20.169.sdimacs    done                             2.07        2.07        None
re-random/rand-4-40-200-20.170.sdimacs    done                             2.48        2.48        None
re-random/rand-4-40-200-20.171.sdimacs    done                             3.70        3.70        None
re-random/rand-4-40-200-20.172.sdimacs    done                             2.54        2.54        None
re-random/rand-4-40-200-20.173.sdimacs    done                             3.05        3.05        None
re-random/rand-4-40-200-20.174.sdimacs    done                             5.62        5.63        None
re-random/rand-4-40-240-20.175.sdimacs    done                             2.19        2.19        None
re-random/rand-4-40-240-20.176.sdimacs    done                             2.20        2.21        None
re-random/rand-4-40-240-20.177.sdimacs    done                             2.02        2.02        None
re-random/rand-4-40-240-20.178.sdimacs    done                             1.28        1.28        None
re-random/rand-4-40-240-20.179.sdimacs    done                             1.07        1.07        None
re-random/rand-4-50-150-25.180.sdimacs    done                           138.35      138.35        None
re-random/rand-4-50-150-25.181.sdimacs    done                           125.15      125.16        None
re-random/rand-4-50-150-25.182.sdimacs    done                            96.43       96.43        None
re-random/rand-4-50-150-25.183.sdimacs    done                            99.78       99.79        None
re-random/rand-4-50-150-25.184.sdimacs    done                           114.94      114.95        None
re-random/rand-4-50-200-25.185.sdimacs    done                           690.11      690.13        None
re-random/rand-4-50-200-25.186.sdimacs    done                           672.67      672.71        None
re-random/rand-4-50-200-25.187.sdimacs    done                           503.28      503.30        None
re-random/rand-4-50-200-25.188.sdimacs    done                           434.54      434.56        None
re-random/rand-4-50-200-25.189.sdimacs    done                           430.42      430.44        None
re-random/rand-4-50-250-25.190.sdimacs    done                            76.04       76.04        None
re-random/rand-4-50-250-25.191.sdimacs    done                           288.14      288.15        None
re-random/rand-4-50-250-25.192.sdimacs    done                           180.85      180.86        None
re-random/rand-4-50-250-25.193.sdimacs    done                           109.62      109.63        None
re-random/rand-4-50-250-25.194.sdimacs    done                           174.53      174.54        None
re-random/rand-4-50-300-25.195.sdimacs    done                            43.74       43.74        None
re-random/rand-4-50-300-25.196.sdimacs    done                            13.79       13.79        None
re-random/rand-4-50-300-25.197.sdimacs    done                            45.19       45.20        None
re-random/rand-4-50-300-25.198.sdimacs    done                            35.29       35.29        None
re-random/rand-4-50-300-25.199.sdimacs    done                            21.77       21.77        None
re-random/rand-5-10-40-5.100.sdimacs      done                             0.04        0.04        None
re-random/rand-5-10-40-5.101.sdimacs      done                             0.05        0.05        None
re-random/rand-5-10-40-5.102.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-40-5.103.sdimacs      done                             0.04        0.04        None
re-random/rand-5-10-40-5.104.sdimacs      done                             0.04        0.04        None
re-random/rand-5-10-50-5.105.sdimacs      done                             0.07        0.08        None
re-random/rand-5-10-50-5.106.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-50-5.107.sdimacs      done                             0.03        0.04        None
re-random/rand-5-10-50-5.108.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-50-5.109.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-60-5.110.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-60-5.111.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-60-5.112.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-60-5.113.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-60-5.114.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-70-5.115.sdimacs      done                             0.07        0.08        None
re-random/rand-5-10-70-5.116.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-70-5.117.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-70-5.118.sdimacs      done                             0.07        0.07        None
re-random/rand-5-10-70-5.119.sdimacs      done                             0.07        0.07        None
re-random/rand-5-20-100-10.125.sdimacs    done                             0.08        0.08        None
re-random/rand-5-20-100-10.126.sdimacs    done                             0.08        0.08        None
re-random/rand-5-20-100-10.127.sdimacs    done                             0.08        0.08        None
re-random/rand-5-20-100-10.128.sdimacs    done                             0.08        0.08        None
re-random/rand-5-20-100-10.129.sdimacs    done                             0.08        0.08        None
re-random/rand-5-20-120-10.130.sdimacs    done                             0.08        0.09        None
re-random/rand-5-20-120-10.131.sdimacs    done                             0.08        0.09        None
re-random/rand-5-20-120-10.132.sdimacs    done                             0.08        0.08        None
re-random/rand-5-20-120-10.133.sdimacs    done                             0.08        0.09        None
re-random/rand-5-20-120-10.134.sdimacs    done                             0.08        0.08        None
re-random/rand-5-20-140-10.135.sdimacs    done                             0.09        0.09        None
re-random/rand-5-20-140-10.136.sdimacs    done                             0.09        0.09        None
re-random/rand-5-20-140-10.137.sdimacs    done                             0.09        0.09        None
re-random/rand-5-20-140-10.138.sdimacs    done                             0.08        0.09        None
re-random/rand-5-20-140-10.139.sdimacs    done                             0.09        0.09        None
re-random/rand-5-20-80-10.120.sdimacs     done                             0.08        0.08        None
re-random/rand-5-20-80-10.121.sdimacs     done                             0.08        0.08        None
re-random/rand-5-20-80-10.122.sdimacs     done                             0.07        0.08        None
re-random/rand-5-20-80-10.123.sdimacs     done                             0.07        0.08        None
re-random/rand-5-20-80-10.124.sdimacs     done                             0.07        0.08        None
re-random/rand-5-30-120-15.140.sdimacs    done                             0.12        0.13        None
re-random/rand-5-30-120-15.141.sdimacs    done                             0.15        0.15        None
re-random/rand-5-30-120-15.142.sdimacs    done                             0.11        0.12        None
re-random/rand-5-30-120-15.143.sdimacs    done                             0.13        0.13        None
re-random/rand-5-30-120-15.144.sdimacs    done                             0.14        0.14        None
re-random/rand-5-30-150-15.145.sdimacs    done                             0.22        0.22        None
re-random/rand-5-30-150-15.146.sdimacs    done                             0.19        0.19        None
re-random/rand-5-30-150-15.147.sdimacs    done                             0.20        0.20        None
re-random/rand-5-30-150-15.148.sdimacs    done                             0.19        0.19        None
re-random/rand-5-30-150-15.149.sdimacs    done                             0.20        0.20        None
re-random/rand-5-30-180-15.150.sdimacs    done                             0.36        0.36        None
re-random/rand-5-30-180-15.151.sdimacs    done                             0.40        0.40        None
re-random/rand-5-30-180-15.152.sdimacs    done                             0.36        0.36        None
re-random/rand-5-30-180-15.153.sdimacs    done                             0.40        0.40        None
re-random/rand-5-30-180-15.154.sdimacs    done                             0.32        0.32        None
re-random/rand-5-30-210-15.155.sdimacs    done                             0.68        0.68        None
re-random/rand-5-30-210-15.156.sdimacs    done                             0.73        0.73        None
re-random/rand-5-30-210-15.157.sdimacs    done                             0.75        0.75        None
re-random/rand-5-30-210-15.158.sdimacs    done                             0.64        0.64        None
re-random/rand-5-30-210-15.159.sdimacs    done                             0.52        0.52        None
re-random/rand-5-40-160-20.160.sdimacs    done                             1.45        1.45        None
re-random/rand-5-40-160-20.161.sdimacs    done                             0.62        0.62        None
re-random/rand-5-40-160-20.162.sdimacs    done                             1.12        1.12        None
re-random/rand-5-40-160-20.163.sdimacs    done                             1.04        1.04        None
re-random/rand-5-40-160-20.164.sdimacs    done                             1.80        1.80        None
re-random/rand-5-40-200-20.165.sdimacs    done                             5.58        5.58        None
re-random/rand-5-40-200-20.166.sdimacs    done                             8.11        8.12        None
re-random/rand-5-40-200-20.167.sdimacs    done                             4.31        4.31        None
re-random/rand-5-40-200-20.168.sdimacs    done                             6.38        6.38        None
re-random/rand-5-40-200-20.169.sdimacs    done                             4.97        4.98        None
re-random/rand-5-40-240-20.170.sdimacs    done                            30.36       30.37        None
re-random/rand-5-40-240-20.171.sdimacs    done                            22.25       22.25        None
re-random/rand-5-40-240-20.172.sdimacs    done                            16.63       16.63        None
re-random/rand-5-40-240-20.173.sdimacs    done                            32.27       32.28        None
re-random/rand-5-40-240-20.174.sdimacs    done                            20.47       20.47        None
re-random/rand-5-40-280-20.175.sdimacs    done                            69.25       69.26        None
re-random/rand-5-40-280-20.176.sdimacs    done                            79.61       79.61        None
re-random/rand-5-40-280-20.177.sdimacs    done                            50.33       50.33        None
re-random/rand-5-40-280-20.178.sdimacs    done                            42.07       42.07        None
re-random/rand-5-40-280-20.179.sdimacs    done                            39.08       39.08        None
re-random/rand-5-50-200-25.180.sdimacs    done                            63.86       63.87        None
re-random/rand-5-50-200-25.181.sdimacs    done                            69.84       69.84        None
re-random/rand-5-50-200-25.182.sdimacs    done                           129.27      129.28        None
re-random/rand-5-50-200-25.183.sdimacs    done                            53.84       53.85        None
re-random/rand-5-50-200-25.184.sdimacs    done                           138.71      138.72        None
re-random/rand-5-50-250-25.185.sdimacs    done                           586.35      586.36        None
re-random/rand-5-50-250-25.186.sdimacs    TIMEOUT                       1001.04     1001.06        None
re-random/rand-5-50-250-25.187.sdimacs    done                           687.50      687.51        None
re-random/rand-5-50-250-25.188.sdimacs    done                           344.29      344.30        None
re-random/rand-5-50-250-25.189.sdimacs    TIMEOUT                       1001.04     1001.05        None
re-random/rand-5-50-300-25.190.sdimacs    TIMEOUT                       1001.04     1001.07        None
re-random/rand-5-50-300-25.191.sdimacs    TIMEOUT                       1001.04     1001.06        None
re-random/rand-5-50-300-25.192.sdimacs    TIMEOUT                       1001.02     1001.04        None
re-random/rand-5-50-300-25.193.sdimacs    TIMEOUT                       1001.02     1001.06        None
re-random/rand-5-50-300-25.194.sdimacs    TIMEOUT                       1001.03     1001.09        None
re-random/rand-5-50-350-25.195.sdimacs    TIMEOUT                       1001.04     1001.08        None
re-random/rand-5-50-350-25.196.sdimacs    TIMEOUT                       1001.02     1001.05        None
re-random/rand-5-50-350-25.197.sdimacs    TIMEOUT                       1001.02     1001.07        None
re-random/rand-5-50-350-25.198.sdimacs    TIMEOUT                       1001.04     1001.07        None
re-random/rand-5-50-350-25.199.sdimacs    TIMEOUT                       1001.02     1001.09        None
re-random/rand-6-10-50-5.100.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-50-5.101.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-50-5.102.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-50-5.103.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-50-5.104.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-60-5.105.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-60-5.106.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-60-5.107.sdimacs      done                             0.07        0.07        None
re-random/rand-6-10-60-5.108.sdimacs      done                             0.03        0.04        None
re-random/rand-6-10-60-5.109.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-70-5.110.sdimacs      done                             0.03        0.04        None
re-random/rand-6-10-70-5.111.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-70-5.112.sdimacs      done                             0.07        0.07        None
re-random/rand-6-10-70-5.113.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-70-5.114.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-80-5.115.sdimacs      done                             0.07        0.08        None
re-random/rand-6-10-80-5.116.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-80-5.117.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-80-5.118.sdimacs      done                             0.04        0.04        None
re-random/rand-6-10-80-5.119.sdimacs      done                             0.07        0.08        None
re-random/rand-6-20-100-10.120.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-100-10.121.sdimacs    done                             0.07        0.08        None
re-random/rand-6-20-100-10.122.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-100-10.123.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-100-10.124.sdimacs    done                             0.04        0.04        None
re-random/rand-6-20-120-10.125.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-120-10.126.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-120-10.127.sdimacs    done                             0.07        0.07        None
re-random/rand-6-20-120-10.128.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-120-10.129.sdimacs    done                             0.07        0.08        None
re-random/rand-6-20-140-10.130.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-140-10.131.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-140-10.132.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-140-10.133.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-140-10.134.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-160-10.135.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-160-10.136.sdimacs    done                             0.08        0.08        None
re-random/rand-6-20-160-10.137.sdimacs    done                             0.07        0.08        None
re-random/rand-6-20-160-10.138.sdimacs    done                             0.08        0.09        None
re-random/rand-6-20-160-10.139.sdimacs    done                             0.08        0.08        None
re-random/rand-6-30-150-15.140.sdimacs    done                             0.08        0.08        None
re-random/rand-6-30-150-15.141.sdimacs    done                             0.10        0.10        None
re-random/rand-6-30-150-15.142.sdimacs    done                             0.11        0.11        None
re-random/rand-6-30-150-15.143.sdimacs    done                             0.12        0.13        None
re-random/rand-6-30-150-15.144.sdimacs    done                             0.11        0.11        None
re-random/rand-6-30-180-15.145.sdimacs    done                             0.18        0.18        None
re-random/rand-6-30-180-15.146.sdimacs    done                             0.12        0.13        None
re-random/rand-6-30-180-15.147.sdimacs    done                             0.14        0.14        None
re-random/rand-6-30-180-15.148.sdimacs    done                             0.18        0.18        None
re-random/rand-6-30-180-15.149.sdimacs    done                             0.17        0.17        None
re-random/rand-6-30-210-15.150.sdimacs    done                             0.19        0.19        None
re-random/rand-6-30-210-15.151.sdimacs    done                             0.22        0.22        None
re-random/rand-6-30-210-15.152.sdimacs    done                             0.22        0.22        None
re-random/rand-6-30-210-15.153.sdimacs    done                             0.21        0.22        None
re-random/rand-6-30-210-15.154.sdimacs    done                             0.20        0.21        None
re-random/rand-6-30-240-15.155.sdimacs    done                             0.25        0.25        None
re-random/rand-6-30-240-15.156.sdimacs    done                             0.28        0.28        None
re-random/rand-6-30-240-15.157.sdimacs    done                             0.28        0.29        None
re-random/rand-6-30-240-15.158.sdimacs    done                             0.28        0.28        None
re-random/rand-6-30-240-15.159.sdimacs    done                             0.25        0.25        None
re-random/rand-6-40-200-20.160.sdimacs    done                             0.54        0.54        None
