tool	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	DC-SSAT 	DC-SSAT 	DC-SSAT 	DC-SSAT 
run set	erssat-full.bare-BDD.ExistRandomExist	erssat-full.bare-BDD.ExistRandomExist	erssat-full.bare-BDD.ExistRandomExist	erssat-full.bare-BDD.ExistRandomExist	erssat-full.bare-Cachet.ExistRandomExist	erssat-full.bare-Cachet.ExistRandomExist	erssat-full.bare-Cachet.ExistRandomExist	erssat-full.bare-Cachet.ExistRandomExist	dcssat-full.default	dcssat-full.default	dcssat-full.default	dcssat-full.default
test-cases/benchmarks/	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
ere-MPEC/c1355-er.sdimacs	TIMEOUT (ERROR (1))	901.226310138	903.6496716039255	983.932928	done	0.106728148	0.10868613608181477	46.460928	OUT OF MEMORY	443.777499032	443.803569637239	8000.000000
ere-MPEC/c1908-er.sdimacs	TIMEOUT (ERROR (1))	901.105456487	902.9204145567492	698.159104	TIMEOUT (ERROR (1))	900.998879799	904.2993498258293	51.830784	done	130.511737677	130.5172730833292	2311.053312
ere-MPEC/c3540-er.sdimacs	TIMEOUT (ERROR (1))	900.246100264	901.1382267111912	826.634240	done	0.087819724	0.09027202613651752	45.928448	done	149.787168912	149.79278518259525	728.354816
ere-MPEC/c432-er.sdimacs	TIMEOUT (ERROR (1))	901.104112579	902.3356907148845	844.820480	TIMEOUT (ERROR (1))	901.000882937	903.4661128204316	52.330496	OUT OF MEMORY	439.093936966	439.1040482548997	8000.000000
ere-MPEC/c5315-er.sdimacs	TIMEOUT (ERROR (1))	900.236050874	901.0379251637496	201.809920	done	0.092804757	0.09450168814510107	46.456832	TIMEOUT	901.055213295	901.0726158702746	1010.589696
ere-MPEC/c7552-er.sdimacs	TIMEOUT (ERROR (1))	901.004270684	905.0865944819525	1081.786368	done	0.090980573	0.09261768776923418	46.194688	OUT OF MEMORY	362.359200373	362.37571130599827	8000.000000
ere-MPEC/c880-er.sdimacs	TIMEOUT (ERROR (1))	901.113594384	903.5588546898216	838.062080	done	0.106417222	0.108334188349545	46.063616	TIMEOUT	901.036566752	901.0784551631659	1062.477824
ere-sand-castle/SC-15.sdimacs	TIMEOUT (ERROR (1))	901.032952772	902.4539439771324	199.131136	TIMEOUT (ERROR (1))	900.991808003	904.3695751605555	51.535872	done	2.210101097	2.2133448561653495	69.586944
ere-sand-castle/SC-16.sdimacs	TIMEOUT (ERROR (1))	900.087450173	901.028598183766	147.415040	TIMEOUT (ERROR (1))	900.990248089	905.4844286041334	50.311168	done	4.949555936	4.950704728253186	139.579392
ere-sand-castle/SC-17.sdimacs	TIMEOUT (ERROR (1))	901.019650696	902.5709401397035	130.883584	TIMEOUT (ERROR (1))	900.977495347	905.1140988823026	51.634176	done	10.349869421	10.351055411621928	282.316800
ere-sand-castle/SC-18.sdimacs	TIMEOUT (ABORTED)	901.014920699	904.8708173790947	116.981760	TIMEOUT (ERROR (1))	900.985977578	904.7642255304381	51.654656	done	21.912381718	21.913622451014817	594.006016
ere-sand-castle/SC-19.sdimacs	TIMEOUT (ERROR (1))	901.009777066	904.333609784022	84.262912	TIMEOUT (ERROR (1))	900.991059479	904.8325452981517	50.745344	done	50.770897252	50.772730878554285	1209.786368
ere-sand-castle/SC-20.sdimacs	TIMEOUT (ERROR (1))	900.22084518	901.0132632241584	97.267712	TIMEOUT (ERROR (1))	900.993886776	905.0254489649087	50.237440	done	113.60083963	113.60483691096306	2466.631680
ere-sand-castle/SC-21.sdimacs	TIMEOUT (ERROR (1))	901.009246568	903.82291459525	86.360064	TIMEOUT (ERROR (1))	900.990046504	904.2953348485753	50.786304	done	218.99144566	218.9940911438316	5030.268928
ere-sand-castle/SC-22.sdimacs	TIMEOUT (ERROR (1))	900.300476196	901.0140564120375	97.144832	TIMEOUT (ERROR (1))	900.970235616	904.9641661420465	50.802688	OUT OF MEMORY	361.805026514	361.8308564228937	8000.000000
ere-sand-castle/SC-23.sdimacs	TIMEOUT (ERROR (1))	901.017041176	904.7389022880234	82.681856	TIMEOUT (ERROR (1))	900.991578827	904.9442720673978	50.782208	OUT OF MEMORY	359.255353053	359.2647131225094	8000.000000
ere-sand-castle/SC-24.sdimacs	TIMEOUT (ERROR (1))	900.563129971	901.0184663119726	84.422656	TIMEOUT (ERROR (1))	900.967144556	904.529030864127	51.675136	OUT OF MEMORY	370.379442647	370.38847341388464	8000.000000
ere-sand-castle/SC-25.sdimacs	TIMEOUT (ABORTED)	901.017895414	902.7651153490879	85.266432	TIMEOUT (ERROR (1))	900.998475211	904.7293283371255	53.649408	OUT OF MEMORY	357.217641314	357.2473293039948	8000.000000
ere-ToiletA/toilet_a_06_01.10.sdimacs	TIMEOUT (ERROR (1))	900.25979772	901.2008136357181	850.292736	TIMEOUT (ERROR (1))	900.99670541	904.3183719366789	54.087680	done	28.867578089	28.86965407524258	230.019072
ere-ToiletA/toilet_a_06_01.11.sdimacs	TIMEOUT (ERROR (1))	900.350904742	901.1656631953083	849.121280	TIMEOUT (ERROR (1))	900.995238339	904.3229260621592	54.599680	done	74.249899426	74.25141154322773	606.720000
ere-ToiletA/toilet_a_06_01.12.sdimacs	done	376.844982099	380.9533316013403	587.771904	TIMEOUT (ERROR (1))	900.988982465	904.8749469695613	61.644800	done	174.156629994	174.16186882555485	1598.140416
ere-ToiletA/toilet_a_06_01.9.sdimacs	TIMEOUT (ERROR (1))	901.142719622	903.5696910689585	956.801024	done	765.717785654	768.6461277417839	51.175424	done	11.789710137	11.79125162679702	83.218432
ere-ToiletA/toilet_a_06_05.3.sdimacs	TIMEOUT (ERROR (1))	901.140083185	901.2323780669831	850.681856	TIMEOUT (ERROR (1))	901.005577932	903.9896380575374	60.071936	done	2.780022836	2.781268522143364	49.270784
ere-ToiletA/toilet_a_06_05.4.sdimacs	done	1.052615096	1.0542169748805463	25.718784	TIMEOUT (ERROR (1))	900.99959719	904.2628811430186	56.238080	done	57.105219477	57.10770048107952	781.836288
ere-ToiletA/toilet_a_08_01.10.sdimacs	TIMEOUT (ERROR (1))	901.311423341	903.1868216600269	1870.307328	TIMEOUT (ERROR (1))	901.001205573	902.8381624808535	59.981824	TIMEOUT	901.025110036	901.0452826116234	608.739328
ere-ToiletA/toilet_a_08_01.11.sdimacs	TIMEOUT (ERROR (1))	901.209475837	903.1878789137118	1737.994240	TIMEOUT (ERROR (1))	901.001970661	902.4898249413818	53.448704	TIMEOUT	901.037227594	901.0547210872173	737.320960
ere-ToiletA/toilet_a_08_01.12.sdimacs	TIMEOUT (ERROR (1))	901.201913986	902.4079877086915	1356.029952	TIMEOUT (ERROR (1))	901.008095008	902.4769594622776	54.181888	TIMEOUT	901.052473275	901.0705569908023	981.192704
ere-ToiletA/toilet_a_08_01.13.sdimacs	TIMEOUT (ERROR (1))	900.547121541	901.2091319258325	1430.753280	TIMEOUT (ERROR (1))	901.004560703	902.7221519928426	54.521856	TIMEOUT	901.043405493	901.0887555060908	1220.947968
ere-ToiletA/toilet_a_08_01.14.sdimacs	TIMEOUT (ERROR (1))	900.554433436	901.2094156048261	1457.786880	TIMEOUT (ERROR (1))	901.002182266	902.660795526579	54.886400	TIMEOUT	901.100770741	901.1150552351028	1529.233408
ere-ToiletA/toilet_a_08_01.15.sdimacs	TIMEOUT (ERROR (1))	900.253451248	901.2391694183461	1370.460160	TIMEOUT (ERROR (1))	901.006829672	902.6853881543502	54.976512	TIMEOUT	901.088050081	901.1448615854606	1791.139840
ere-ToiletA/toilet_a_08_01.16.sdimacs	done	120.216262911	120.39298049593344	264.048640	TIMEOUT (ERROR (1))	900.998323633	902.5113691389561	55.390208	TIMEOUT	901.127897899	901.1479546604678	2041.438208
ere-ToiletA/toilet_a_08_01.8.sdimacs	TIMEOUT (ERROR (1))	901.251730714	902.6106095993891	1885.917184	TIMEOUT (ERROR (1))	901.00707501	902.9390778504312	53.948416	done	478.316667954	478.3254583720118	217.174016
ere-ToiletA/toilet_a_08_01.9.sdimacs	TIMEOUT (ERROR (1))	901.230390716	902.8982217023149	1741.103104	TIMEOUT (ERROR (1))	901.0051705	902.7882906123996	55.160832	TIMEOUT	900.960999074	901.0422608023509	475.783168
ere-ToiletA/toilet_a_08_05.10.sdimacs	done	8.572007103	8.582594276871532	50.384896	TIMEOUT (ERROR (1))	901.005438687	902.6602229438722	69.644288	TIMEOUT	901.015432131	901.0280088270083	346.157056
ere-ToiletA/toilet_a_08_05.2.sdimacs	TIMEOUT (ERROR (1))	900.371814233	901.3110678112134	2206.007296	done	0.119327834	0.12107177171856165	46.723072	done	15.071748886	15.074165820144117	35.528704
ere-ToiletA/toilet_a_08_05.3.sdimacs	TIMEOUT (ERROR (1))	900.645061435	901.2866120696999	2157.649920	TIMEOUT (ERROR (1))	901.003696612	902.8534729583189	52.891648	done	275.826271501	275.82897032797337	368.824320
ere-ToiletA/toilet_a_08_05.4.sdimacs	done	73.34526749	73.39013066887856	329.289728	TIMEOUT (ERROR (1))	900.993706502	902.8219769960269	55.017472	TIMEOUT	901.075158326	901.1027348563075	1430.990848
ere-ToiletA/toilet_a_08_05.5.sdimacs	done	19.667266863	19.68705623410642	90.120192	TIMEOUT (ERROR (1))	900.999361923	902.6728316806257	58.232832	TIMEOUT	901.095576408	901.1211615158245	1674.842112
ere-ToiletA/toilet_a_08_05.6.sdimacs	done	10.700505855	10.739719237200916	51.519488	TIMEOUT (ERROR (1))	901.00463067	902.5858422229066	60.047360	TIMEOUT	901.012755051	901.0431263204664	526.581760
ere-ToiletA/toilet_a_08_05.7.sdimacs	done	13.941616585	13.969086875207722	64.905216	TIMEOUT (ERROR (1))	900.993997502	902.6299870712683	62.963712	TIMEOUT	901.031985755	901.0484029315412	578.269184
ere-ToiletA/toilet_a_08_05.8.sdimacs	done	7.223733906	7.237905988004059	45.834240	TIMEOUT (ERROR (1))	901.000302287	902.7015455635265	65.011712	TIMEOUT	901.021292732	901.0391023838893	448.700416
ere-ToiletA/toilet_a_08_05.9.sdimacs	done	19.102368337	19.11673509934917	86.679552	TIMEOUT (ERROR (1))	901.003532584	902.6487045921385	67.448832	TIMEOUT	901.013250803	901.0345117077231	390.553600
ere-ToiletA/toilet_a_10_01.10.sdimacs	TIMEOUT (ERROR (1))	900.331515519	901.1653031599708	1317.072896	TIMEOUT (ERROR (1))	900.814619082	901.0041466588154	52.789248	TIMEOUT	900.985401582	901.0241002570838	208.175104
ere-ToiletA/toilet_a_10_01.11.sdimacs	TIMEOUT (ERROR (1))	900.265886088	901.1865977309644	1498.935296	TIMEOUT (ERROR (1))	900.894610835	901.0043139634654	52.920320	TIMEOUT	901.003153263	901.0232077995315	223.551488
ere-ToiletA/toilet_a_10_01.12.sdimacs	TIMEOUT (ERROR (1))	900.714246205	901.1760989208706	1321.148416	TIMEOUT (ERROR (1))	900.89197846	901.0044213254005	53.239808	TIMEOUT	901.013859946	901.0261197304353	265.932800
ere-ToiletA/toilet_a_10_01.13.sdimacs	TIMEOUT (ERROR (1))	900.268632406	901.1899532028474	1376.104448	TIMEOUT (ERROR (1))	900.910961234	901.0044833989814	53.469184	TIMEOUT	901.010099165	901.0282309167087	306.499584
ere-ToiletA/toilet_a_10_01.14.sdimacs	TIMEOUT (ERROR (1))	901.151932354	902.4800129942596	1232.666624	TIMEOUT (ERROR (1))	900.878766662	901.0040127914399	53.551104	TIMEOUT	900.95700728	901.0321502331644	339.591168
ere-ToiletA/toilet_a_10_01.15.sdimacs	TIMEOUT (ERROR (1))	901.162474941	902.2869127299637	1231.630336	TIMEOUT (ERROR (1))	900.893139898	901.0033980384469	55.468032	TIMEOUT	901.01873448	901.0352272372693	405.618688
ere-ToiletA/toilet_a_10_01.16.sdimacs	TIMEOUT (ERROR (1))	901.202273809	902.6061558770016	1393.836032	TIMEOUT (ERROR (1))	900.878423447	901.0041599217802	55.201792	TIMEOUT	901.005075454	901.0383154302835	431.554560
ere-ToiletA/toilet_a_10_01.17.sdimacs	TIMEOUT (ERROR (1))	901.138844759	902.8739578430541	1216.020480	TIMEOUT (ERROR (1))	900.887048323	901.0042006215081	54.161408	TIMEOUT	901.002082846	901.0399500932544	454.881280
ere-ToiletA/toilet_a_10_01.18.sdimacs	TIMEOUT (ERROR (1))	901.15412712	903.3862725668587	1170.268160	TIMEOUT (ERROR (1))	900.907219946	901.0037179356441	53.960704	TIMEOUT	901.010866788	901.0427736686543	506.769408
ere-ToiletA/toilet_a_10_01.19.sdimacs	TIMEOUT (ERROR (1))	900.426927899	901.138982463628	1153.056768	TIMEOUT (ERROR (1))	900.869408983	901.0029770229012	54.116352	TIMEOUT	901.026238246	901.0489295693114	546.590720
ere-ToiletA/toilet_a_10_01.20.sdimacs	TIMEOUT (ERROR (1))	901.122711475	903.3567832997069	1114.275840	TIMEOUT (ERROR (1))	900.845908377	901.0037923725322	54.444032	TIMEOUT	901.021350025	901.0530248321593	644.968448
ere-ToiletA/toilet_a_10_01.5.sdimacs	done	448.456190212	449.0050679561682	1007.063040	done	206.155396801	206.18518854677677	51.650560	TIMEOUT	900.972314171	901.0160330059007	122.974208
ere-ToiletA/toilet_a_10_01.6.sdimacs	TIMEOUT (ERROR (1))	901.215761584	903.0344664896838	1800.265728	done	842.693257859	842.8077659979463	52.240384	TIMEOUT	900.992270225	901.0144338998944	133.070848
ere-ToiletA/toilet_a_10_01.7.sdimacs	TIMEOUT (ERROR (1))	901.206564975	902.5193857210688	1806.209024	TIMEOUT (ERROR (1))	900.916104135	901.0035124802962	52.490240	TIMEOUT	900.99757014	901.0159034784883	136.835072
ere-ToiletA/toilet_a_10_01.8.sdimacs	TIMEOUT (ERROR (1))	900.443962798	901.2068906901404	1787.199488	TIMEOUT (ERROR (1))	900.900081356	901.0045979181305	53.047296	TIMEOUT	901.001667018	901.0162012102082	155.488256
ere-ToiletA/toilet_a_10_01.9.sdimacs	TIMEOUT (ERROR (1))	900.249574868	901.2014834959991	1769.373696	TIMEOUT (ERROR (1))	900.861468566	901.0046122921631	53.153792	TIMEOUT	900.940514375	901.0162928178906	162.869248
ere-ToiletA/toilet_a_10_05.2.sdimacs	TIMEOUT (ERROR (1))	901.226141005	903.3720924160443	1973.899264	done	0.4222641	0.4243551045656204	51.101696	TIMEOUT	901.001185571	901.0177700016648	179.769344
ere-ToiletA/toilet_a_10_05.3.sdimacs	TIMEOUT (ERROR (1))	901.046019579	901.2539956979454	2077.351936	TIMEOUT (ERROR (1))	900.898372254	901.003520349972	52.899840	TIMEOUT	900.963711475	901.0205405838788	219.615232
ere-ToiletA/toilet_a_10_05.4.sdimacs	TIMEOUT (ERROR (1))	901.225787422	901.2859440329485	2106.867712	TIMEOUT (ERROR (1))	900.901063338	901.0036965766922	54.394880	TIMEOUT	900.986694724	901.0380387576297	473.796608
ere-ToiletA/toilet_a_10_10.2.sdimacs	done	55.19616231	55.20282289804891	171.859968	done	0.414996998	0.4189929533749819	51.093504	TIMEOUT	901.051134365	901.0809541344643	1245.687808
re-PEC/c1355_re.sdimacs									TIMEOUT	901.095717752	901.1448766840622	2083.667968
re-PEC/c1908_re.sdimacs									done	199.70408064	199.7073122197762	910.675968
