   BENCHMARK INFORMATION
benchmark definition:    test/test-sets/dissertation/erssat.xml
name:                    erssat
run sets:                default-BDD, bare-BDD
date:                    Sat, 2021-04-24 21:58:07 CST
tool:                    ABC
tool executable:         bin/abc
options:
parallel runs:           8
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    alcom-PowerEdge-T440
os:                      Linux-5.4.0-58-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon Silver 4210 CPU @ 2.20GHz
- cores:                 40
- max frequency:         3200.0 MHz
- turbo boost enabled:   False
ram:                     134616.424448 MB
------------------------------------------------------------



default-BDD
Run set 1 of 2 with options '-c ssat -vt' and propertyfile 'None'

inputfile                                              status                       cpu time   wall time        host
er-random-k-CNF/rand-3-20-80-10.33.sdimacs             done                             0.04        0.05        None
er-random-k-CNF/rand-3-20-80-10.34.sdimacs             done                             0.04        0.05        None
er-random-k-CNF/rand-3-20-80-10.35.sdimacs             done                             0.05        0.05        None
er-random-k-CNF/rand-3-30-120-15.51.sdimacs            done                             0.05        0.05        None
er-random-k-CNF/rand-3-30-120-15.52.sdimacs            done                             0.04        0.07        None
er-random-k-CNF/rand-3-30-120-15.53.sdimacs            done                             0.06        0.06        None
er-random-k-CNF/rand-3-30-120-15.54.sdimacs            done                             0.06        0.06        None
er-random-k-CNF/rand-3-30-120-15.55.sdimacs            done                             0.05        0.05        None
er-random-k-CNF/rand-3-30-150-15.56.sdimacs            done                             0.05        0.06        None
er-random-k-CNF/rand-3-30-150-15.57.sdimacs            done                             0.04        0.05        None
er-random-k-CNF/rand-3-30-150-15.58.sdimacs            done                             0.04        0.05        None
er-random-k-CNF/rand-3-30-150-15.59.sdimacs            done                             0.05        0.05        None
er-random-k-CNF/rand-3-30-150-15.60.sdimacs            done                             0.04        0.04        None
er-random-k-CNF/rand-3-30-60-15.41.sdimacs             done                             0.10        0.10        None
er-random-k-CNF/rand-3-30-60-15.42.sdimacs             done                             0.08        0.10        None
er-random-k-CNF/rand-3-30-60-15.43.sdimacs             done                             0.08        0.08        None
er-random-k-CNF/rand-3-30-60-15.44.sdimacs             done                             0.36        0.37        None
er-random-k-CNF/rand-3-30-60-15.45.sdimacs             done                             0.08        0.08        None
er-random-k-CNF/rand-3-30-90-15.46.sdimacs             done                             0.06        0.06        None
er-random-k-CNF/rand-3-30-90-15.47.sdimacs             done                             0.12        0.12        None
er-random-k-CNF/rand-3-30-90-15.48.sdimacs             done                             0.14        0.14        None
er-random-k-CNF/rand-3-30-90-15.49.sdimacs             done                             0.11        0.11        None
er-random-k-CNF/rand-3-30-90-15.50.sdimacs             done                             0.14        0.15        None
er-random-k-CNF/rand-3-40-120-20.66.sdimacs            done                             2.08        2.09        None
er-random-k-CNF/rand-3-40-120-20.67.sdimacs            done                             0.48        0.48        None
er-random-k-CNF/rand-3-40-120-20.68.sdimacs            done                             1.04        1.04        None
er-random-k-CNF/rand-3-40-120-20.69.sdimacs            done                             0.43        0.44        None
er-random-k-CNF/rand-3-40-120-20.70.sdimacs            done                             1.27        1.27        None
er-random-k-CNF/rand-3-40-160-20.71.sdimacs            done                             0.05        0.05        None
er-random-k-CNF/rand-3-40-160-20.72.sdimacs            done                             0.07        0.07        None
er-random-k-CNF/rand-3-40-160-20.73.sdimacs            done                             0.17        0.18        None
er-random-k-CNF/rand-3-40-160-20.74.sdimacs            done                             0.11        0.11        None
er-random-k-CNF/rand-3-40-160-20.75.sdimacs            done                             0.06        0.06        None
er-random-k-CNF/rand-3-40-200-20.76.sdimacs            done                             0.04        0.07        None
er-random-k-CNF/rand-3-40-200-20.77.sdimacs            done                             0.04        0.06        None
er-random-k-CNF/rand-3-40-200-20.78.sdimacs            done                             0.04        0.04        None
er-random-k-CNF/rand-3-40-200-20.79.sdimacs            done                             0.04        0.05        None
er-random-k-CNF/rand-3-40-200-20.80.sdimacs            done                             0.04        0.04        None
er-random-k-CNF/rand-3-40-80-20.61.sdimacs             done                             0.28        0.29        None
er-random-k-CNF/rand-3-40-80-20.62.sdimacs             done                             0.30        0.30        None
er-random-k-CNF/rand-3-40-80-20.63.sdimacs             done                             0.27        0.27        None
er-random-k-CNF/rand-3-40-80-20.64.sdimacs             done                             1.10        1.10        None
er-random-k-CNF/rand-3-40-80-20.65.sdimacs             done                             0.17        0.17        None
er-random-k-CNF/rand-3-50-100-25.81.sdimacs            done                             3.44        3.45        None
er-random-k-CNF/rand-3-50-100-25.82.sdimacs            done                            12.41       12.41        None
er-random-k-CNF/rand-3-50-100-25.83.sdimacs            done                             1.32        1.32        None
er-random-k-CNF/rand-3-50-100-25.84.sdimacs            done                             7.57        7.59        None
er-random-k-CNF/rand-3-50-100-25.85.sdimacs            done                             4.08        4.09        None
er-random-k-CNF/rand-3-50-150-25.86.sdimacs            done                             3.49        3.49        None
er-random-k-CNF/rand-3-50-150-25.87.sdimacs            done                            11.55       11.55        None
er-random-k-CNF/rand-3-50-150-25.88.sdimacs            done                             3.17        3.18        None
er-random-k-CNF/rand-3-50-150-25.89.sdimacs            done                            15.38       15.38        None
er-random-k-CNF/rand-3-50-150-25.90.sdimacs            done                             8.40        8.41        None
er-random-k-CNF/rand-3-50-200-25.91.sdimacs            done                             0.05        0.05        None
er-random-k-CNF/rand-3-50-200-25.92.sdimacs            done                             0.25        0.25        None
er-random-k-CNF/rand-3-50-200-25.93.sdimacs            done                             0.35        0.36        None
er-random-k-CNF/rand-3-50-200-25.94.sdimacs            done                             0.70        0.71        None
er-random-k-CNF/rand-3-50-200-25.95.sdimacs            done                             0.06        0.07        None
er-random-k-CNF/rand-3-50-250-25.100.sdimacs           done                             0.04        0.04        None
er-random-k-CNF/rand-3-50-250-25.96.sdimacs            done                             0.05        0.05        None
er-random-k-CNF/rand-3-50-250-25.97.sdimacs            done                             0.04        0.05        None
er-random-k-CNF/rand-3-50-250-25.98.sdimacs            done                             0.05        0.05        None
er-random-k-CNF/rand-3-50-250-25.99.sdimacs            done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-30-5.1.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-30-5.2.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-30-5.3.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-30-5.4.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-30-5.5.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-40-5.10.sdimacs              done                             0.05        0.06        None
er-random-k-CNF/rand-4-10-40-5.6.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-40-5.7.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-40-5.8.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-40-5.9.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-50-5.11.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-50-5.12.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-50-5.13.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-50-5.14.sdimacs              done                             0.06        0.06        None
er-random-k-CNF/rand-4-10-50-5.15.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-60-5.16.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-60-5.17.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-60-5.18.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-60-5.19.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-4-10-60-5.20.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-4-20-100-10.31.sdimacs            done                             0.20        0.20        None
er-random-k-CNF/rand-4-20-100-10.32.sdimacs            done                             0.13        0.13        None
er-random-k-CNF/rand-4-20-100-10.33.sdimacs            done                             0.19        0.19        None
er-random-k-CNF/rand-4-20-100-10.34.sdimacs            done                             0.18        0.19        None
er-random-k-CNF/rand-4-20-100-10.35.sdimacs            done                             0.14        0.14        None
er-random-k-CNF/rand-4-20-120-10.36.sdimacs            done                             0.13        0.13        None
er-random-k-CNF/rand-4-20-120-10.37.sdimacs            done                             0.14        0.14        None
er-random-k-CNF/rand-4-20-120-10.38.sdimacs            done                             0.12        0.13        None
er-random-k-CNF/rand-4-20-120-10.39.sdimacs            done                             0.14        0.14        None
er-random-k-CNF/rand-4-20-120-10.40.sdimacs            done                             0.12        0.12        None
er-random-k-CNF/rand-4-20-60-10.21.sdimacs             done                             0.08        0.08        None
er-random-k-CNF/rand-4-20-60-10.22.sdimacs             done                             0.08        0.08        None
er-random-k-CNF/rand-4-20-60-10.23.sdimacs             done                             0.11        0.11        None
er-random-k-CNF/rand-4-20-60-10.24.sdimacs             done                             0.06        0.07        None
er-random-k-CNF/rand-4-20-60-10.25.sdimacs             done                             0.08        0.08        None
er-random-k-CNF/rand-4-20-80-10.26.sdimacs             done                             0.15        0.16        None
er-random-k-CNF/rand-4-20-80-10.27.sdimacs             done                             0.24        0.24        None
er-random-k-CNF/rand-4-20-80-10.28.sdimacs             done                             0.15        0.15        None
er-random-k-CNF/rand-4-20-80-10.29.sdimacs             done                             0.13        0.14        None
er-random-k-CNF/rand-4-20-80-10.30.sdimacs             done                             0.11        0.11        None
er-random-k-CNF/rand-4-30-120-15.46.sdimacs            done                             3.31        3.31        None
er-random-k-CNF/rand-4-30-120-15.47.sdimacs            done                             4.94        4.94        None
er-random-k-CNF/rand-4-30-120-15.48.sdimacs            done                             4.20        4.21        None
er-random-k-CNF/rand-4-30-120-15.49.sdimacs            done                             4.43        4.43        None
er-random-k-CNF/rand-4-30-120-15.50.sdimacs            done                             1.33        1.33        None
er-random-k-CNF/rand-4-30-150-15.51.sdimacs            done                             2.85        2.85        None
er-random-k-CNF/rand-4-30-150-15.52.sdimacs            done                             2.56        2.57        None
er-random-k-CNF/rand-4-30-150-15.53.sdimacs            done                             6.37        6.37        None
er-random-k-CNF/rand-4-30-150-15.54.sdimacs            done                             7.08        7.08        None
er-random-k-CNF/rand-4-30-150-15.55.sdimacs            done                             8.69        8.70        None
er-random-k-CNF/rand-4-30-180-15.56.sdimacs            done                             2.66        2.66        None
er-random-k-CNF/rand-4-30-180-15.57.sdimacs            done                             1.61        1.61        None
er-random-k-CNF/rand-4-30-180-15.58.sdimacs            done                             2.17        2.17        None
er-random-k-CNF/rand-4-30-180-15.59.sdimacs            done                             1.70        1.70        None
er-random-k-CNF/rand-4-30-180-15.60.sdimacs            done                             1.22        1.22        None
er-random-k-CNF/rand-4-30-90-15.41.sdimacs             done                             3.07        3.07        None
er-random-k-CNF/rand-4-30-90-15.42.sdimacs             done                             1.20        1.20        None
er-random-k-CNF/rand-4-30-90-15.43.sdimacs             done                             0.08        0.09        None
er-random-k-CNF/rand-4-30-90-15.44.sdimacs             done                             2.68        2.68        None
er-random-k-CNF/rand-4-30-90-15.45.sdimacs             done                             1.17        1.18        None
er-random-k-CNF/rand-4-40-120-20.61.sdimacs            done                            12.49       12.49        None
er-random-k-CNF/rand-4-40-120-20.62.sdimacs            done                             5.12        5.12        None
er-random-k-CNF/rand-4-40-120-20.63.sdimacs            done                            26.58       26.58        None
er-random-k-CNF/rand-4-40-120-20.64.sdimacs            done                            27.00       27.00        None
er-random-k-CNF/rand-4-40-120-20.65.sdimacs            done                            20.10       20.11        None
er-random-k-CNF/rand-4-40-160-20.66.sdimacs            done                            59.92       59.93        None
er-random-k-CNF/rand-4-40-160-20.67.sdimacs            done                            29.04       29.05        None
er-random-k-CNF/rand-4-40-160-20.68.sdimacs            done                            29.58       29.58        None
er-random-k-CNF/rand-4-40-160-20.69.sdimacs            TIMEOUT (ERROR (1))            901.03      901.05        None
er-random-k-CNF/rand-4-40-160-20.70.sdimacs            done                           126.06      126.06        None
er-random-k-CNF/rand-4-40-200-20.71.sdimacs            done                            95.24       95.25        None
er-random-k-CNF/rand-4-40-200-20.72.sdimacs            done                           518.30      518.32        None
er-random-k-CNF/rand-4-40-200-20.73.sdimacs            done                           264.02      264.03        None
er-random-k-CNF/rand-4-40-200-20.74.sdimacs            done                           284.78      284.80        None
er-random-k-CNF/rand-4-40-200-20.75.sdimacs            done                            94.67       94.69        None
er-random-k-CNF/rand-4-40-240-20.76.sdimacs            done                            55.57       55.59        None
er-random-k-CNF/rand-4-40-240-20.77.sdimacs            done                           287.03      287.05        None
er-random-k-CNF/rand-4-40-240-20.78.sdimacs            done                            66.74       66.75        None
er-random-k-CNF/rand-4-40-240-20.79.sdimacs            done                           336.14      336.18        None
er-random-k-CNF/rand-4-40-240-20.80.sdimacs            done                            20.96       20.96        None
er-random-k-CNF/rand-4-50-150-25.81.sdimacs            done                           203.91      203.93        None
er-random-k-CNF/rand-4-50-150-25.82.sdimacs            TIMEOUT (ERROR (1))            900.94      901.04        None
er-random-k-CNF/rand-4-50-150-25.83.sdimacs            TIMEOUT (ERROR (1))            901.02      901.04        None
er-random-k-CNF/rand-4-50-150-25.84.sdimacs            done                           120.16      120.16        None
er-random-k-CNF/rand-4-50-150-25.85.sdimacs            TIMEOUT (ERROR (1))            901.02      901.04        None
er-random-k-CNF/rand-4-50-200-25.86.sdimacs            TIMEOUT (ERROR (1))            901.03      901.05        None
er-random-k-CNF/rand-4-50-200-25.87.sdimacs            TIMEOUT (ERROR (1))            901.03      901.05        None
er-random-k-CNF/rand-4-50-200-25.88.sdimacs            TIMEOUT (ERROR (1))            900.94      901.05        None
er-random-k-CNF/rand-4-50-200-25.89.sdimacs            TIMEOUT (ERROR (1))            901.02      901.05        None
er-random-k-CNF/rand-4-50-200-25.90.sdimacs            TIMEOUT (ERROR (1))            901.03      901.05        None
er-random-k-CNF/rand-4-50-250-25.91.sdimacs            TIMEOUT (ERROR (1))            900.88      901.08        None
er-random-k-CNF/rand-4-50-250-25.92.sdimacs            TIMEOUT (ERROR (1))            901.01      901.06        None
er-random-k-CNF/rand-4-50-250-25.93.sdimacs            TIMEOUT (ERROR (1))            901.01      901.05        None
er-random-k-CNF/rand-4-50-250-25.94.sdimacs            TIMEOUT (ERROR (1))            900.99      901.05        None
er-random-k-CNF/rand-4-50-250-25.95.sdimacs            TIMEOUT (ERROR (1))            901.03      901.06        None
er-random-k-CNF/rand-4-50-300-25.100.sdimacs           TIMEOUT (ERROR (1))            900.93      901.06        None
er-random-k-CNF/rand-4-50-300-25.96.sdimacs            TIMEOUT (ERROR (1))            901.01      901.06        None
er-random-k-CNF/rand-4-50-300-25.97.sdimacs            TIMEOUT (ERROR (1))            900.98      901.05        None
er-random-k-CNF/rand-4-50-300-25.98.sdimacs            TIMEOUT (ERROR (1))            900.73      901.05        None
er-random-k-CNF/rand-4-50-300-25.99.sdimacs            TIMEOUT (ERROR (1))            901.01      901.06        None
er-random-k-CNF/rand-5-10-40-5.1.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-40-5.2.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-40-5.3.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-40-5.4.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-40-5.5.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-50-5.10.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-50-5.6.sdimacs               done                             0.05        0.06        None
er-random-k-CNF/rand-5-10-50-5.7.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-50-5.8.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-50-5.9.sdimacs               done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-60-5.11.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-60-5.12.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-60-5.13.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-60-5.14.sdimacs              done                             0.05        0.06        None
er-random-k-CNF/rand-5-10-60-5.15.sdimacs              done                             0.05        0.06        None
er-random-k-CNF/rand-5-10-70-5.16.sdimacs              done                             0.06        0.06        None
er-random-k-CNF/rand-5-10-70-5.17.sdimacs              done                             0.05        0.06        None
er-random-k-CNF/rand-5-10-70-5.18.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-70-5.19.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-5-10-70-5.20.sdimacs              done                             0.05        0.05        None
er-random-k-CNF/rand-5-20-100-10.26.sdimacs            done                             0.10        0.10        None
er-random-k-CNF/rand-5-20-100-10.27.sdimacs            done                             0.28        0.28        None
er-random-k-CNF/rand-5-20-100-10.28.sdimacs            done                             0.38        0.38        None
er-random-k-CNF/rand-5-20-100-10.29.sdimacs            done                             0.29        0.29        None
er-random-k-CNF/rand-5-20-100-10.30.sdimacs            done                             0.31        0.32        None
er-random-k-CNF/rand-5-20-120-10.31.sdimacs            done                             0.41        0.41        None
er-random-k-CNF/rand-5-20-120-10.32.sdimacs            done                             0.39        0.39        None
er-random-k-CNF/rand-5-20-120-10.33.sdimacs            done                             0.52        0.52        None
er-random-k-CNF/rand-5-20-120-10.34.sdimacs            done                             0.47        0.47        None
er-random-k-CNF/rand-5-20-120-10.35.sdimacs            done                             0.18        0.19        None
er-random-k-CNF/rand-5-20-140-10.36.sdimacs            done                             0.32        0.32        None
er-random-k-CNF/rand-5-20-140-10.37.sdimacs            done                             0.30        0.30        None
er-random-k-CNF/rand-5-20-140-10.38.sdimacs            done                             0.46        0.46        None
er-random-k-CNF/rand-5-20-140-10.39.sdimacs            done                             0.37        0.37        None
er-random-k-CNF/rand-5-20-140-10.40.sdimacs            done                             0.60        0.60        None
er-random-k-CNF/rand-5-20-80-10.21.sdimacs             done                             0.15        0.15        None
er-random-k-CNF/rand-5-20-80-10.22.sdimacs             done                             0.14        0.14        None
er-random-k-CNF/rand-5-20-80-10.23.sdimacs             done                             0.11        0.12        None
er-random-k-CNF/rand-5-20-80-10.24.sdimacs             done                             0.22        0.22        None
er-random-k-CNF/rand-5-20-80-10.25.sdimacs             done                             0.18        0.18        None
er-random-k-CNF/rand-5-30-120-15.41.sdimacs            done                             8.89        8.89        None
er-random-k-CNF/rand-5-30-120-15.42.sdimacs            done                             5.94        5.95        None
er-random-k-CNF/rand-5-30-120-15.43.sdimacs            done                             0.99        0.99        None
er-random-k-CNF/rand-5-30-120-15.44.sdimacs            done                             9.38        9.38        None
er-random-k-CNF/rand-5-30-120-15.45.sdimacs            done                             3.46        3.46        None
er-random-k-CNF/rand-5-30-150-15.46.sdimacs            done                             7.51        7.52        None
er-random-k-CNF/rand-5-30-150-15.47.sdimacs            done                            10.06       10.07        None
er-random-k-CNF/rand-5-30-150-15.48.sdimacs            done                            18.03       18.03        None
er-random-k-CNF/rand-5-30-150-15.49.sdimacs            done                             4.10        4.10        None
er-random-k-CNF/rand-5-30-150-15.50.sdimacs            done                            14.09       14.09        None
er-random-k-CNF/rand-5-30-180-15.51.sdimacs            done                             9.78        9.78        None
er-random-k-CNF/rand-5-30-180-15.52.sdimacs            done                            40.78       40.78        None
er-random-k-CNF/rand-5-30-180-15.53.sdimacs            done                            26.97       26.97        None
er-random-k-CNF/rand-5-30-180-15.54.sdimacs            done                            41.99       42.01        None
er-random-k-CNF/rand-5-30-180-15.55.sdimacs            done                            36.22       36.23        None
er-random-k-CNF/rand-5-30-210-15.56.sdimacs            done                            26.66       26.66        None
er-random-k-CNF/rand-5-30-210-15.57.sdimacs            done                            39.27       39.29        None
er-random-k-CNF/rand-5-30-210-15.58.sdimacs            done                            17.93       17.95        None
er-random-k-CNF/rand-5-30-210-15.59.sdimacs            done                            13.66       13.66        None
er-random-k-CNF/rand-5-30-210-15.60.sdimacs            done                            35.40       35.42        None
er-random-k-CNF/rand-5-40-160-20.61.sdimacs            done                            61.81       61.81        None
er-random-k-CNF/rand-5-40-160-20.62.sdimacs            done                           189.51      189.52        None
er-random-k-CNF/rand-5-40-160-20.63.sdimacs            done                           159.76      159.77        None
er-random-k-CNF/rand-5-40-160-20.64.sdimacs            TIMEOUT (ERROR (1))            900.91      901.04        None
er-random-k-CNF/rand-5-40-160-20.65.sdimacs            done                           264.67      264.69        None
er-random-k-CNF/rand-5-40-200-20.66.sdimacs            done                           423.36      423.39        None
er-random-k-CNF/rand-5-40-200-20.67.sdimacs            done                            96.86       96.87        None
er-random-k-CNF/rand-5-40-200-20.68.sdimacs            TIMEOUT (ERROR (1))            900.97      901.04        None
er-random-k-CNF/rand-5-40-200-20.69.sdimacs            TIMEOUT (ERROR (1))            901.00      901.05        None
er-random-k-CNF/rand-5-40-200-20.70.sdimacs            TIMEOUT (ERROR (1))            900.99      901.04        None
er-random-k-CNF/rand-5-40-240-20.71.sdimacs            TIMEOUT (ERROR (1))            900.99      901.04        None
er-random-k-CNF/rand-5-40-240-20.72.sdimacs            TIMEOUT (ERROR (1))            900.94      901.04        None
er-random-k-CNF/rand-5-40-240-20.73.sdimacs            TIMEOUT (ERROR (1))            900.75      901.04        None
er-random-k-CNF/rand-5-40-240-20.74.sdimacs            TIMEOUT (ERROR (1))            901.01      901.05        None
er-random-k-CNF/rand-5-40-240-20.75.sdimacs            TIMEOUT (ERROR (1))            900.94      901.05        None
er-random-k-CNF/rand-5-40-280-20.76.sdimacs            TIMEOUT (ERROR (1))            900.99      901.04        None
er-random-k-CNF/rand-5-40-280-20.77.sdimacs            TIMEOUT (ERROR (1))            901.01      901.05        None
er-random-k-CNF/rand-5-40-280-20.78.sdimacs            TIMEOUT (ERROR (1))            901.01      901.05        None
er-random-k-CNF/rand-5-40-280-20.79.sdimacs            TIMEOUT (ERROR (1))            900.99      901.04        None
er-random-k-CNF/rand-5-40-280-20.80.sdimacs            TIMEOUT (ERROR (1))            900.96      901.04        None
er-random-k-CNF/rand-5-50-200-25.81.sdimacs            TIMEOUT (ERROR (1))            900.80      901.03        None
er-random-k-CNF/rand-5-50-200-25.82.sdimacs            TIMEOUT (ERROR (1))            901.01      901.04        None
er-random-k-CNF/rand-5-50-200-25.83.sdimacs            TIMEOUT (ERROR (1))            900.93      901.04        None
er-random-k-CNF/rand-5-50-200-25.84.sdimacs            TIMEOUT (ERROR (1))            900.99      901.03        None
er-random-k-CNF/rand-5-50-200-25.85.sdimacs            TIMEOUT (ERROR (1))            900.99      901.04        None
er-random-k-CNF/rand-5-50-250-25.86.sdimacs            TIMEOUT (ERROR (1))            900.99      901.05        None
er-random-k-CNF/rand-5-50-250-25.87.sdimacs            TIMEOUT (ERROR (1))            900.99      901.03        None
er-random-k-CNF/rand-5-50-250-25.88.sdimacs            TIMEOUT (ERROR (1))            900.99      901.04        None
er-random-k-CNF/rand-5-50-250-25.89.sdimacs            TIMEOUT (ERROR (1))            900.85      901.04        None
er-random-k-CNF/rand-5-50-250-25.90.sdimacs            TIMEOUT (ERROR (1))            900.99      901.04        None
er-random-k-CNF/rand-5-50-300-25.91.sdimacs            TIMEOUT (ERROR (1))            900.93      901.05        None
er-random-k-CNF/rand-5-50-300-25.92.sdimacs            TIMEOUT (ERROR (1))            900.99      901.04        None
er-random-k-CNF/rand-5-50-300-25.93.sdimacs            TIMEOUT (ERROR (1))            901.02      901.05        None
er-random-k-CNF/rand-5-50-300-25.94.sdimacs            TIMEOUT (ERROR (1))            901.01      901.05        None
er-random-k-CNF/rand-5-50-300-25.95.sdimacs            TIMEOUT (ERROR (1))            900.95      901.05        None
er-random-k-CNF/rand-5-50-350-25.100.sdimacs           TIMEOUT (ERROR (1))            901.01      901.05        None
er-random-k-CNF/rand-5-50-350-25.96.sdimacs            TIMEOUT (ERROR (1))            900.94      901.05        None
