   BENCHMARK INFORMATION
benchmark definition:    test/test-sets/erssat-full.xml
name:                    erssat-full
run sets:                default-BDD.ExistRandomExist, bare-BDD.ExistRandomExist, greedy-BDD.ExistRandomExist, subsume-BDD.ExistRandomExist, partial-BDD.ExistRandomExist, default-Cachet.ExistRandomExist, bare-Cachet.ExistRandomExist, greedy-Cachet.ExistRandomExist, subsume-Cachet.ExistRandomExist, partial-Cachet.ExistRandomExist
date:                    Fri, 2021-01-29 16:19:54 CST
tool:                    ABC
tool executable:         bin/abc
options:                 
parallel runs:           15
resource limits:
- memory:                8000.0 MB
- time:                  900 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                8000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    alcom-PowerEdge-T440
os:                      Linux-5.4.0-58-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon Silver 4210 CPU @ 2.20GHz
- cores:                 40
- max frequency:         3200.0 MHz
- turbo boost enabled:   False
ram:                     134616.424448 MB
------------------------------------------------------------



default-BDD.ExistRandomExist
Run set 1 of 10 with options '-c ssat -vt' and propertyfile 'None'

inputfile                                              status                       cpu time   wall time        host
ere-MPEC/c1355-er.sdimacs                              TIMEOUT (ERROR (1))            901.13      901.15        None
ere-MPEC/c1908-er.sdimacs                              TIMEOUT (ERROR (1))            901.09      901.13        None
ere-MPEC/c3540-er.sdimacs                              done                             8.98        8.98        None
ere-MPEC/c432-er.sdimacs                               TIMEOUT (ERROR (1))            900.97      901.08        None
ere-MPEC/c499-er.sdimacs                               done                             0.05        0.05        None
ere-MPEC/c5315-er.sdimacs                              TIMEOUT (ERROR (1))            901.02      901.04        None
ere-MPEC/c7552-er.sdimacs                              TIMEOUT (ERROR (1))            901.00      901.01        None
ere-MPEC/c880-er.sdimacs                               TIMEOUT (ERROR (1))            901.12      901.15        None
ere-sand-castle/SC-1.sdimacs                           done                             0.04        0.05        None
ere-sand-castle/SC-10.sdimacs                          done                             7.74        7.74        None
ere-sand-castle/SC-11.sdimacs                          done                            31.83       31.84        None
ere-sand-castle/SC-12.sdimacs                          done                           134.46      134.47        None
ere-sand-castle/SC-13.sdimacs                          done                           521.60      521.62        None
ere-sand-castle/SC-14.sdimacs                          TIMEOUT (ERROR (1))            901.01      901.05        None
ere-sand-castle/SC-15.sdimacs                          TIMEOUT (ERROR (1))            901.02      901.04        None
ere-sand-castle/SC-16.sdimacs                          TIMEOUT (ERROR (1))            901.01      901.03        None
ere-sand-castle/SC-17.sdimacs                          TIMEOUT (ERROR (1))            900.92      901.02        None
ere-sand-castle/SC-18.sdimacs                          TIMEOUT (ERROR (1))            901.00      901.03        None
ere-sand-castle/SC-19.sdimacs                          TIMEOUT (ERROR (1))            900.99      901.02        None
ere-sand-castle/SC-2.sdimacs                           done                             0.05        0.05        None
ere-sand-castle/SC-20.sdimacs                          TIMEOUT (ERROR (1))            900.99      901.03        None
ere-sand-castle/SC-21.sdimacs                          TIMEOUT (ERROR (1))            901.00      901.02        None
ere-sand-castle/SC-22.sdimacs                          TIMEOUT (ERROR (1))            901.01      901.03        None
ere-sand-castle/SC-23.sdimacs                          TIMEOUT (ERROR (1))            900.99      901.02        None
ere-sand-castle/SC-24.sdimacs                          TIMEOUT (ERROR (1))            901.00      901.01        None
ere-sand-castle/SC-25.sdimacs                          TIMEOUT (ERROR (1))            900.92      901.01        None
ere-sand-castle/SC-3.sdimacs                           done                             0.05        0.05        None
ere-sand-castle/SC-4.sdimacs                           done                             0.05        0.05        None
ere-sand-castle/SC-5.sdimacs                           done                             0.07        0.07        None
ere-sand-castle/SC-6.sdimacs                           done                             0.10        0.10        None
ere-sand-castle/SC-7.sdimacs                           done                             0.21        0.22        None
ere-sand-castle/SC-8.sdimacs                           done                             0.58        0.58        None
ere-sand-castle/SC-9.sdimacs                           done                             1.71        1.71        None
ere-ToiletA/toilet_a_02_01.2.sdimacs                   done                             0.04        0.05        None
ere-ToiletA/toilet_a_02_01.3.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_02_01.4.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_02_05.2.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_02_10.2.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_04_01.2.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_04_01.3.sdimacs                   done                             0.06        0.07        None
ere-ToiletA/toilet_a_04_01.4.sdimacs                   done                             0.17        0.17        None
ere-ToiletA/toilet_a_04_01.5.sdimacs                   done                             0.41        0.41        None
ere-ToiletA/toilet_a_04_01.6.sdimacs                   done                             1.39        1.39        None
ere-ToiletA/toilet_a_04_01.7.sdimacs                   done                             3.45        3.45        None
ere-ToiletA/toilet_a_04_01.8.sdimacs                   done                             1.84        1.84        None
ere-ToiletA/toilet_a_04_05.2.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_04_10.2.sdimacs                   done                             0.16        0.16        None
ere-ToiletA/toilet_a_06_01.10.sdimacs                  done                           531.59      531.61        None
ere-ToiletA/toilet_a_06_01.11.sdimacs                  TIMEOUT (ERROR (1))            901.11      901.13        None
ere-ToiletA/toilet_a_06_01.12.sdimacs                  done                            45.99       45.99        None
ere-ToiletA/toilet_a_06_01.2.sdimacs                   done                             0.09        0.09        None
ere-ToiletA/toilet_a_06_01.3.sdimacs                   done                             0.20        0.20        None
ere-ToiletA/toilet_a_06_01.4.sdimacs                   done                             1.22        1.22        None
ere-ToiletA/toilet_a_06_01.5.sdimacs                   done                             4.82        4.82        None
ere-ToiletA/toilet_a_06_01.6.sdimacs                   done                            13.96       13.96        None
ere-ToiletA/toilet_a_06_01.7.sdimacs                   done                            56.76       56.76        None
ere-ToiletA/toilet_a_06_01.8.sdimacs                   done                           117.61      117.63        None
ere-ToiletA/toilet_a_06_01.9.sdimacs                   TIMEOUT (ERROR (1))            901.12      901.14        None
ere-ToiletA/toilet_a_06_05.2.sdimacs                   done                           153.36      153.36        None
ere-ToiletA/toilet_a_06_05.3.sdimacs                   TIMEOUT (ERROR (1))            901.11      901.13        None
ere-ToiletA/toilet_a_06_05.4.sdimacs                   done                           541.51      541.53        None
ere-ToiletA/toilet_a_06_10.2.sdimacs                   done                             0.07        0.07        None
ere-ToiletA/toilet_a_08_01.10.sdimacs                  TIMEOUT (ERROR (1))            901.22      901.25        None
ere-ToiletA/toilet_a_08_01.11.sdimacs                  TIMEOUT (ERROR (1))            901.22      901.24        None
ere-ToiletA/toilet_a_08_01.12.sdimacs                  TIMEOUT (ERROR (1))            901.14      901.25        None
ere-ToiletA/toilet_a_08_01.13.sdimacs                  TIMEOUT (ERROR (1))            901.15      901.19        None
ere-ToiletA/toilet_a_08_01.14.sdimacs                  TIMEOUT (ERROR (1))            901.15      901.18        None
ere-ToiletA/toilet_a_08_01.15.sdimacs                  TIMEOUT (ERROR (1))            901.17      901.19        None
ere-ToiletA/toilet_a_08_01.16.sdimacs                  TIMEOUT (ERROR (1))            901.18      901.20        None
ere-ToiletA/toilet_a_08_01.2.sdimacs                   done                             0.66        0.67        None
ere-ToiletA/toilet_a_08_01.3.sdimacs                   done                             1.79        1.79        None
ere-ToiletA/toilet_a_08_01.4.sdimacs                   done                            11.96       11.96        None
ere-ToiletA/toilet_a_08_01.5.sdimacs                   done                            37.55       37.55        None
ere-ToiletA/toilet_a_08_01.6.sdimacs                   done                           239.26      239.27        None
ere-ToiletA/toilet_a_08_01.7.sdimacs                   TIMEOUT (ERROR (1))            901.25      901.27        None
ere-ToiletA/toilet_a_08_01.8.sdimacs                   TIMEOUT (ERROR (1))            901.24      901.26        None
ere-ToiletA/toilet_a_08_01.9.sdimacs                   TIMEOUT (ERROR (1))            901.24      901.27        None
ere-ToiletA/toilet_a_08_05.10.sdimacs                  TIMEOUT (ERROR (1))            901.24      901.27        None
ere-ToiletA/toilet_a_08_05.2.sdimacs                   TIMEOUT (ERROR (1))            901.18      901.29        None
ere-ToiletA/toilet_a_08_05.3.sdimacs                   TIMEOUT (ERROR (1))            901.25      901.27        None
ere-ToiletA/toilet_a_08_05.4.sdimacs                   TIMEOUT (ERROR (1))            901.25      901.27        None
ere-ToiletA/toilet_a_08_05.5.sdimacs                   TIMEOUT (ERROR (1))            901.24      901.26        None
ere-ToiletA/toilet_a_08_05.6.sdimacs                   TIMEOUT (ERROR (1))            901.23      901.25        None
ere-ToiletA/toilet_a_08_05.7.sdimacs                   TIMEOUT (ERROR (1))            901.26      901.28        None
ere-ToiletA/toilet_a_08_05.8.sdimacs                   TIMEOUT (ERROR (1))            901.15      901.27        None
ere-ToiletA/toilet_a_08_05.9.sdimacs                   TIMEOUT (ERROR (1))            901.23      901.26        None
ere-ToiletA/toilet_a_08_10.2.sdimacs                   done                             0.32        0.32        None
ere-ToiletA/toilet_a_10_01.10.sdimacs                  TIMEOUT (ERROR (1))            901.20      901.23        None
ere-ToiletA/toilet_a_10_01.11.sdimacs                  TIMEOUT (ERROR (1))            901.20      901.22        None
ere-ToiletA/toilet_a_10_01.12.sdimacs                  TIMEOUT (ERROR (1))            901.20      901.22        None
ere-ToiletA/toilet_a_10_01.13.sdimacs                  TIMEOUT (ERROR (1))            901.20      901.23        None
ere-ToiletA/toilet_a_10_01.14.sdimacs                  TIMEOUT (ERROR (1))            901.20      901.22        None
ere-ToiletA/toilet_a_10_01.15.sdimacs                  TIMEOUT (ERROR (1))            901.18      901.21        None
ere-ToiletA/toilet_a_10_01.16.sdimacs                  TIMEOUT (ERROR (1))            901.19      901.22        None
ere-ToiletA/toilet_a_10_01.17.sdimacs                  TIMEOUT (ERROR (1))            901.12      901.23        None
ere-ToiletA/toilet_a_10_01.18.sdimacs                  TIMEOUT (ERROR (1))            901.19      901.21        None
ere-ToiletA/toilet_a_10_01.19.sdimacs                  TIMEOUT (ERROR (1))            901.20      901.22        None
ere-ToiletA/toilet_a_10_01.2.sdimacs                   done                            13.50       13.50        None
ere-ToiletA/toilet_a_10_01.20.sdimacs                  TIMEOUT (ERROR (1))            901.19      901.21        None
ere-ToiletA/toilet_a_10_01.3.sdimacs                   done                            32.95       32.95        None
ere-ToiletA/toilet_a_10_01.4.sdimacs                   done                           225.05      225.05        None
ere-ToiletA/toilet_a_10_01.5.sdimacs                   done                           696.47      696.49        None
ere-ToiletA/toilet_a_10_01.6.sdimacs                   TIMEOUT (ERROR (1))            901.15      901.25        None
ere-ToiletA/toilet_a_10_01.7.sdimacs                   TIMEOUT (ERROR (1))            901.22      901.25        None
ere-ToiletA/toilet_a_10_01.8.sdimacs                   TIMEOUT (ERROR (1))            901.21      901.25        None
ere-ToiletA/toilet_a_10_01.9.sdimacs                   TIMEOUT (ERROR (1))            901.22      901.25        None
ere-ToiletA/toilet_a_10_05.2.sdimacs                   TIMEOUT (ERROR (1))            901.26      901.29        None
ere-ToiletA/toilet_a_10_05.3.sdimacs                   TIMEOUT (ERROR (1))            901.27      901.29        None
ere-ToiletA/toilet_a_10_05.4.sdimacs                   TIMEOUT (ERROR (1))            901.25      901.29        None
ere-ToiletA/toilet_a_10_10.2.sdimacs                   done                             4.46        4.46        None
--------------------------------------------------------------------------------------------------------------------
Run set 1                                              done                         95567.96     6841.53           -


bare-BDD.ExistRandomExist
Run set 2 of 10 with options '-c ssat -gspvt' and propertyfile 'None'

inputfile                                              status                       cpu time   wall time        host
--------------------------------------------------------------------------------------------------------------------
ere-conformant/blocks_enc_2_b3_ser--opt-9_.sdimacs     TIMEOUT (ERROR (1))            900.97      901.09        None
ere-conformant/blocks_enc_2_b4_ser--opt-26_.sdimacs    TIMEOUT (ERROR (1))            900.92      901.02        None
ere-conformant/cube_c11_par---13_.sdimacs              TIMEOUT (ERROR (1))            901.01      901.02        None
ere-conformant/cube_c11_par--opt-14_.sdimacs           TIMEOUT (ABORTED)              901.02      901.21        None
ere-conformant/cube_c11_ser--opt-42_.sdimacs           TIMEOUT (ERROR (1))            900.99      901.02        None
ere-conformant/cube_c3_ser--opt-6_.sdimacs             done                            16.53       16.53        None
ere-conformant/cube_c5_ser---14_.sdimacs               TIMEOUT (ERROR (1))            901.00      901.02        None
ere-conformant/cube_c5_ser--opt-15_.sdimacs            TIMEOUT (ERROR (1))            901.00      901.02        None
ere-conformant/cube_c7_ser---23_.sdimacs               TIMEOUT (ERROR (1))            901.00      901.01        None
ere-conformant/cube_c7_ser--opt-24_.sdimacs            TIMEOUT (ERROR (1))            901.00      901.01        None
ere-conformant/cube_c9_par---10_.sdimacs               TIMEOUT (ERROR (1))            901.00      901.01        None
ere-conformant/cube_c9_par--opt-11_.sdimacs            TIMEOUT (ERROR (1))            901.00      901.01        None
ere-conformant/emptyroom_e3_par--opt-10_.sdimacs       TIMEOUT (ERROR (1))            901.01      901.04        None
ere-conformant/emptyroom_e3_ser---19_.sdimacs          TIMEOUT (ERROR (1))            900.99      901.02        None
ere-conformant/emptyroom_e3_ser--opt-20_.sdimacs       TIMEOUT (ERROR (1))            901.00      901.02        None
ere-conformant/emptyroom_e4_par---21_.sdimacs          TIMEOUT (ERROR (1))            901.00      901.01        None
ere-conformant/emptyroom_e4_par--opt-22_.sdimacs       TIMEOUT (ERROR (1))            900.92      901.02        None
ere-conformant/emptyroom_e4_ser--opt-44_.sdimacs       TIMEOUT (ERROR (1))            900.91      901.02        None
ere-conformant/ring_r3_ser--opt-8_.sdimacs             TIMEOUT (ERROR (1))            901.06      901.09        None
ere-conformant/ring_r4_ser--opt-11_.sdimacs            TIMEOUT (ERROR (1))            901.02      901.05        None
ere-conformant/ring_r6_ser---16_.sdimacs               SEGMENTATION FAULT               0.78        0.97        None
ere-conformant/ring_r6_ser--opt-17_.sdimacs            SEGMENTATION FAULT               0.76        0.97        None
ere-conformant/ring_r7_ser---19_.sdimacs               SEGMENTATION FAULT               1.45        1.64        None
ere-conformant/ring_r7_ser--opt-20_.sdimacs            SEGMENTATION FAULT               1.62        1.81        None
ere-MaxCount/MaxSAT-keller4-1212.clq.wcnf.sdimacs      TIMEOUT (ERROR (1))            901.17      901.19        None
ere-MaxCount/MaxSAT-keller4.clq.wcnf.sdimacs           TIMEOUT (ABORTED)              901.00      901.20        None
ere-MaxCount/QIF-CVE-2007-2875.sdimacs                 TIMEOUT (ERROR (1))            901.14      901.16        None
ere-MaxCount/QIF-CVE-2009-3002.sdimacs                 TIMEOUT (ERROR (1))            901.64      901.66        None
ere-MaxCount/QIF-backdoor-2x16-8.sdimacs               TIMEOUT (ERROR (1))            901.00      901.02        None
ere-MaxCount/QIF-backdoor-32-24.sdimacs                done                             0.05        0.05        None
ere-MaxCount/QIF-bin-search-16.sdimacs                 TIMEOUT (ERROR (1))            901.00      901.01        None
ere-MaxCount/QIF-pwd-backdoor.sdimacs                  TIMEOUT (ERROR (1))            901.09      901.11        None
ere-MaxCount/QIF-reverse.sdimacs                       TIMEOUT (ERROR (1))            901.00      901.01        None
ere-MaxCount/QIF-reverse2.sdimacs                      TIMEOUT (ERROR (1))            901.00      901.01        None
ere-MaxCount/SyGuS-ActivityService.sdimacs             TIMEOUT (ERROR (1))            901.01      901.02        None
ere-MaxCount/SyGuS-ActivityService2.sdimacs            TIMEOUT (ERROR (1))            901.01      901.02        None
ere-MaxCount/SyGuS-ConcreteActivityService.sdimacs     TIMEOUT (ABORTED)              900.93      901.21        None
ere-MaxCount/SyGuS-GuidanceService.sdimacs             TIMEOUT (ERROR (1))            900.94      901.02        None
ere-MaxCount/SyGuS-GuidanceService2.sdimacs            TIMEOUT (ERROR (1))            901.02      901.03        None
ere-MaxCount/SyGuS-IssueServiceImpl.sdimacs            TIMEOUT (ABORTED)              901.00      901.20        None
ere-MaxCount/SyGuS-IterationService.sdimacs            TIMEOUT (ERROR (1))            901.00      901.02        None
ere-MaxCount/SyGuS-LoginService.sdimacs                TIMEOUT (ABORTED)              901.02      901.27        None
ere-MaxCount/SyGuS-LoginService2.sdimacs               TIMEOUT (ERROR (1))            901.02      901.03        None
ere-MaxCount/SyGuS-NotificationServiceImpl2.sdimacs    TIMEOUT (ERROR (1))            901.01      901.02        None
ere-MaxCount/SyGuS-PhaseService.sdimacs                TIMEOUT (ABORTED)              901.01      901.31        None
ere-MaxCount/SyGuS-ProcessBean.sdimacs                 TIMEOUT (ERROR (1))            901.01      901.08        None
ere-MaxCount/SyGuS-ProjectService3.sdimacs             TIMEOUT (ABORTED)              901.03      901.23        None
ere-MaxCount/SyGuS-UserServiceImpl.sdimacs             TIMEOUT (ERROR (1))            901.01      901.02        None
ere-MaxCount/SyGuS-sign.sdimacs                        TIMEOUT (ERROR (1))            901.00      901.01        None
ere-MaxCount/SyGuS-sign_correct.sdimacs                TIMEOUT (ABORTED)              901.00      901.28        None
ere-MPEC/c1355-er.sdimacs                              TIMEOUT (ERROR (1))            901.15      901.17        None
ere-MPEC/c1908-er.sdimacs                              TIMEOUT (ERROR (1))            900.99      901.12        None
ere-MPEC/c3540-er.sdimacs                              TIMEOUT (ERROR (1))            901.11      901.13        None
ere-MPEC/c432-er.sdimacs                               TIMEOUT (ERROR (1))            901.01      901.13        None
ere-MPEC/c499-er.sdimacs                               done                             0.05        0.05        None
ere-MPEC/c5315-er.sdimacs                              TIMEOUT (ERROR (1))            901.00      901.03        None
ere-MPEC/c7552-er.sdimacs                              TIMEOUT (ERROR (1))            901.12      901.15        None
ere-MPEC/c880-er.sdimacs                               TIMEOUT (ERROR (1))            901.09      901.12        None
ere-sand-castle/SC-1.sdimacs                           done                             0.04        0.04        None
ere-sand-castle/SC-10.sdimacs                          done                             4.06        4.07        None
ere-sand-castle/SC-11.sdimacs                          done                            14.17       14.18        None
ere-sand-castle/SC-12.sdimacs                          done                            61.89       61.90        None
ere-sand-castle/SC-13.sdimacs                          done                           182.69      182.70        None
ere-sand-castle/SC-14.sdimacs                          done                           486.68      486.70        None
ere-sand-castle/SC-15.sdimacs                          TIMEOUT (ERROR (1))            901.00      901.02        None
ere-sand-castle/SC-16.sdimacs                          TIMEOUT (ERROR (1))            901.00      901.02        None
ere-sand-castle/SC-17.sdimacs                          TIMEOUT (ERROR (1))            901.00      901.02        None
ere-sand-castle/SC-18.sdimacs                          TIMEOUT (ERROR (1))            901.00      901.01        None
ere-sand-castle/SC-19.sdimacs                          TIMEOUT (ERROR (1))            900.99      901.01        None
ere-sand-castle/SC-2.sdimacs                           done                             0.05        0.05        None
ere-sand-castle/SC-20.sdimacs                          TIMEOUT (ERROR (1))            901.00      901.01        None
ere-sand-castle/SC-21.sdimacs                          TIMEOUT (ERROR (1))            900.99      901.01        None
ere-sand-castle/SC-22.sdimacs                          TIMEOUT (ABORTED)              901.00      901.21        None
ere-sand-castle/SC-23.sdimacs                          TIMEOUT (ERROR (1))            901.00      901.01        None
ere-sand-castle/SC-24.sdimacs                          TIMEOUT (ERROR (1))            900.91      901.01        None
ere-sand-castle/SC-25.sdimacs                          TIMEOUT (ABORTED)              901.01      901.22        None
ere-sand-castle/SC-3.sdimacs                           done                             0.05        0.05        None
ere-sand-castle/SC-4.sdimacs                           done                             0.05        0.05        None
ere-sand-castle/SC-5.sdimacs                           done                             0.06        0.06        None
ere-sand-castle/SC-6.sdimacs                           done                             0.08        0.08        None
ere-sand-castle/SC-7.sdimacs                           done                             0.14        0.14        None
ere-sand-castle/SC-8.sdimacs                           done                             0.35        0.35        None
ere-sand-castle/SC-9.sdimacs                           done                             0.92        0.92        None
ere-ToiletA/toilet_a_02_01.2.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_02_01.3.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_02_01.4.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_02_05.2.sdimacs                   done                             0.04        0.05        None
ere-ToiletA/toilet_a_02_10.2.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_04_01.2.sdimacs                   done                             0.05        0.05        None
ere-ToiletA/toilet_a_04_01.3.sdimacs                   done                             0.06        0.06        None
ere-ToiletA/toilet_a_04_01.4.sdimacs                   done                             0.11        0.11        None
ere-ToiletA/toilet_a_04_01.5.sdimacs                   done                             0.27        0.27        None
ere-ToiletA/toilet_a_04_01.6.sdimacs                   done                             0.99        0.99        None
ere-ToiletA/toilet_a_04_01.7.sdimacs                   done                             3.87        3.87        None
ere-ToiletA/toilet_a_04_01.8.sdimacs                   done                             1.18        1.18        None
ere-ToiletA/toilet_a_04_05.2.sdimacs                   done                             0.07        0.07        None
ere-ToiletA/toilet_a_04_10.2.sdimacs                   done                             0.06        0.06        None
ere-ToiletA/toilet_a_06_01.10.sdimacs                  TIMEOUT (ERROR (1))            901.12      901.14        None
ere-ToiletA/toilet_a_06_01.11.sdimacs                  TIMEOUT (ERROR (1))            901.11      901.14        None
ere-ToiletA/toilet_a_06_01.12.sdimacs                  done                           265.03      265.07        None
ere-ToiletA/toilet_a_06_01.2.sdimacs                   done                             0.07        0.07        None
ere-ToiletA/toilet_a_06_01.3.sdimacs                   done                             0.14        0.14        None
ere-ToiletA/toilet_a_06_01.4.sdimacs                   done                             0.53        0.53        None
ere-ToiletA/toilet_a_06_01.5.sdimacs                   done                             2.49        2.50        None
ere-ToiletA/toilet_a_06_01.6.sdimacs                   done                             6.57        6.57        None
