tool	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 	ABC 
ere-conformant/ring_r6_ser--opt-17_.sdimacs	SEGMENTATION FAULT	0.762292586	0.9671839228831232	134.586368	TIMEOUT (ERROR (1))	900.984171452	901.0044573699124	95.715328
ere-conformant/ring_r7_ser---19_.sdimacs	SEGMENTATION FAULT	1.449822848	1.6376359849236906	360.144896	TIMEOUT (ERROR (1))	900.997501052	901.005792693235	251.895808
ere-conformant/ring_r7_ser--opt-20_.sdimacs	SEGMENTATION FAULT	1.62423381	1.8093630061484873	361.848832	TIMEOUT (ERROR (1))	901.000029602	901.006597795058	255.455232
ere-MaxCount/MaxSAT-keller4-1212.clq.wcnf.sdimacs	TIMEOUT (ERROR (1))	901.169001272	901.1946640710812	2035.781632	TIMEOUT (ERROR (1))	901.003272756	902.1252399669029	52.264960
ere-MaxCount/MaxSAT-keller4.clq.wcnf.sdimacs	TIMEOUT (ABORTED)	901.001096362	901.1950806030072	50.491392	TIMEOUT (ERROR (1))	900.606877988	901.0043243831024	54.214656
ere-MaxCount/QIF-CVE-2007-2875.sdimacs	TIMEOUT (ERROR (1))	901.135941115	901.1554962401278	1433.300992	TIMEOUT (ERROR (1))	901.006635217	902.9199420372024	53.760000
ere-MaxCount/QIF-CVE-2009-3002.sdimacs	TIMEOUT (ERROR (1))	901.636682607	901.6621431419626	3511.844864	TIMEOUT	1001.255996556	1001.2799962959252	5769.695232
ere-MaxCount/QIF-backdoor-2x16-8.sdimacs	TIMEOUT (ERROR (1))	900.999193204	901.0194310678635	175.841280	done	478.700428529	480.2025412861258	48.857088
ere-MaxCount/QIF-backdoor-32-24.sdimacs	done	0.051978386	0.05348671390675008	15.622144	done	1.817165024	1.8265403867699206	46.366720
ere-MaxCount/QIF-bin-search-16.sdimacs	TIMEOUT (ERROR (1))	900.995835047	901.0100049918983	82.845696	TIMEOUT (ERROR (1))	900.922496361	901.0038758469746	305.827840
ere-MaxCount/QIF-pwd-backdoor.sdimacs	TIMEOUT (ERROR (1))	901.090834813	901.1115032169037	1033.703424	TIMEOUT (ERROR (1))	901.005509592	902.5321291279979	54.382592
ere-MaxCount/QIF-reverse.sdimacs	TIMEOUT (ERROR (1))	900.995221039	901.0070038021076	53.112832	done	1.144203791	1.1496754088439047	46.362624
ere-MaxCount/QIF-reverse2.sdimacs	TIMEOUT (ERROR (1))	900.996970678	901.0071163910907	63.336448	done	1.144906114	1.152280509006232	46.350336
ere-MaxCount/SyGuS-ActivityService.sdimacs	TIMEOUT (ERROR (1))	901.008462041	901.0181887350045	205.279232	TIMEOUT (ERROR (1))	900.967044517	901.0061677000485	57.421824
ere-MaxCount/SyGuS-ActivityService2.sdimacs	TIMEOUT (ERROR (1))	901.008036702	901.0176238720305	205.283328	TIMEOUT (ERROR (1))	900.975684926	901.0041557489894	57.454592
ere-MaxCount/SyGuS-ConcreteActivityService.sdimacs	TIMEOUT (ABORTED)	900.930273547	901.2116431661416	312.614912	TIMEOUT (ERROR (1))	900.864081218	901.0055033317767	56.737792
ere-MaxCount/SyGuS-GuidanceService.sdimacs	TIMEOUT (ERROR (1))	900.9364783	901.0243766671047	285.765632	done	2.353057428	2.3555363821797073	52.199424
ere-MaxCount/SyGuS-GuidanceService2.sdimacs	TIMEOUT (ERROR (1))	901.015593052	901.0256588179618	285.761536	done	2.353699936	2.3560527148656547	52.240384
ere-MaxCount/SyGuS-IssueServiceImpl.sdimacs	TIMEOUT (ABORTED)	901.001392554	901.2032703880686	240.521216	TIMEOUT (ERROR (1))	901.005259845	902.2324203331955	56.238080
ere-MaxCount/SyGuS-IterationService.sdimacs	TIMEOUT (ERROR (1))	900.998803854	901.0181820159778	205.279232	TIMEOUT (ERROR (1))	900.977212283	901.0044657508843	57.425920
ere-MaxCount/SyGuS-LoginService.sdimacs	TIMEOUT (ABORTED)	901.017976822	901.271452964982	250.949632	TIMEOUT (ERROR (1))	900.976078655	901.0035820668563	60.506112
ere-MaxCount/SyGuS-LoginService2.sdimacs	TIMEOUT (ERROR (1))	901.016011344	901.0268013859168	335.749120	TIMEOUT (ERROR (1))	900.979965749	901.004327822011	61.407232
ere-MaxCount/SyGuS-NotificationServiceImpl2.sdimacs	TIMEOUT (ERROR (1))	901.006093904	901.0179839818738	182.456320	TIMEOUT (ERROR (1))	900.893495288	901.0038299746811	57.933824
ere-MaxCount/SyGuS-PhaseService.sdimacs	TIMEOUT (ABORTED)	901.005861741	901.3096513799392	205.279232	TIMEOUT (ERROR (1))	900.961381643	901.0042200908065	57.438208
ere-MaxCount/SyGuS-ProcessBean.sdimacs	TIMEOUT (ERROR (1))	901.010527375	901.077045467915	339.697664	TIMEOUT (ERROR (1))	901.002851932	901.0047932639718	243.970048
ere-MaxCount/SyGuS-ProjectService3.sdimacs	TIMEOUT (ABORTED)	901.029915595	901.2287074620835	534.503424	TIMEOUT (ERROR (1))	901.006297252	901.0036537568085	312.655872
ere-MaxCount/SyGuS-UserServiceImpl.sdimacs	TIMEOUT (ERROR (1))	901.012617727	901.0240105211269	291.196928	TIMEOUT (ERROR (1))	900.596345233	901.0047390861437	59.072512
ere-MaxCount/SyGuS-sign.sdimacs	TIMEOUT (ERROR (1))	900.998052336	901.0100989190396	98.648064	TIMEOUT (ERROR (1))	900.992478946	904.1481942608953	52.482048
ere-MaxCount/SyGuS-sign_correct.sdimacs	TIMEOUT (ABORTED)	901.001918497	901.2776603379752	86.126592	done	0.649830234	0.6525835562497377	46.370816
ere-MPEC/c1355-er.sdimacs	TIMEOUT (ERROR (1))	901.152272095	901.1721750008874	1529.479168	done	0.089855901	0.09229455888271332	46.456832
ere-MPEC/c1908-er.sdimacs	TIMEOUT (ERROR (1))	900.991289675	901.1193350141402	956.788736	TIMEOUT (ERROR (1))	900.98789124	903.8141758171842	52.424704
ere-MPEC/c3540-er.sdimacs	TIMEOUT (ERROR (1))	901.109428043	901.1324027888477	1013.755904	done	0.074168805	0.07605756632983685	45.936640
ere-MPEC/c432-er.sdimacs	TIMEOUT (ERROR (1))	901.009944941	901.1321817990392	1061.171200	TIMEOUT (ERROR (1))	900.996320717	903.8208022010513	53.125120
ere-MPEC/c499-er.sdimacs	done	0.046096548	0.046921566827222705	15.618048	done	0.109866945	0.11159970005974174	46.034944
ere-MPEC/c5315-er.sdimacs	TIMEOUT (ERROR (1))	900.998803984	901.0309480221476	259.010560	done	0.078357247	0.0797923868522048	46.456832
ere-MPEC/c7552-er.sdimacs	TIMEOUT (ERROR (1))	901.115599497	901.150713091949	1288.474624	done	0.073748757	0.0751942116767168	46.198784
ere-MPEC/c880-er.sdimacs	TIMEOUT (ERROR (1))	901.093462675	901.1175191188231	982.654976	done	0.085555689	0.08711267309263349	46.063616
ere-sand-castle/SC-1.sdimacs	done	0.042765102	0.04399866610765457	14.041088	done	0.07395608	0.07576474687084556	45.797376
ere-sand-castle/SC-10.sdimacs	done	4.064551851	4.06574932904914	33.841152	done	35.911500725	36.02921679709107	46.362624
ere-sand-castle/SC-11.sdimacs	done	14.17358582	14.175378217129037	68.313088	done	71.845961569	72.06618116702884	46.473216
ere-sand-castle/SC-12.sdimacs	done	61.894193851	61.9021566871088	100.663296	done	143.491261874	143.95089141326025	46.632960
ere-sand-castle/SC-13.sdimacs	done	182.693720357	182.70156697300263	146.276352	done	300.598337277	301.7958419909701	46.968832
ere-sand-castle/SC-14.sdimacs	done	486.683142077	486.6964924549684	254.992384	done	616.994197905	619.6753250584006	47.874048
ere-sand-castle/SC-15.sdimacs	TIMEOUT (ERROR (1))	901.000009046	901.024773479905	235.638784	TIMEOUT (ERROR (1))	900.995543956	905.0582096287981	51.777536
ere-sand-castle/SC-16.sdimacs	TIMEOUT (ERROR (1))	901.00083656	901.0214605529327	179.793920	TIMEOUT (ERROR (1))	900.9917084	905.1914585689083	50.573312
ere-sand-castle/SC-17.sdimacs	TIMEOUT (ERROR (1))	900.996673373	901.0181808169	161.849344	TIMEOUT (ERROR (1))	900.983109023	905.3675558669493	51.949568
ere-sand-castle/SC-18.sdimacs	TIMEOUT (ERROR (1))	900.999330071	901.013855996076	120.975360	TIMEOUT (ERROR (1))	900.987298102	905.0980090210214	51.974144
ere-sand-castle/SC-19.sdimacs	TIMEOUT (ERROR (1))	900.99469797	901.0111381879542	103.149568	TIMEOUT (ERROR (1))	900.985632006	904.63587826211	51.097600
ere-sand-castle/SC-2.sdimacs	done	0.045011261	0.04635104490444064	14.577664	done	0.148459649	0.15127891674637794	46.067712
ere-sand-castle/SC-20.sdimacs	TIMEOUT (ERROR (1))	900.999292562	901.0111914521549	104.595456	TIMEOUT (ERROR (1))	900.990319091	905.4586552912369	50.573312
ere-sand-castle/SC-21.sdimacs	TIMEOUT (ERROR (1))	900.990476273	901.0116553120315	112.848896	TIMEOUT (ERROR (1))	900.983021187	906.4708980889991	51.130368
ere-sand-castle/SC-22.sdimacs	TIMEOUT (ABORTED)	900.996033187	901.2095186279621	97.251328	TIMEOUT (ERROR (1))	900.980971825	905.274916884955	53.825536
ere-sand-castle/SC-23.sdimacs	TIMEOUT (ERROR (1))	901.000392185	901.0121144088916	102.363136	TIMEOUT (ERROR (1))	900.993468755	904.9112012372352	51.068928
ere-sand-castle/SC-24.sdimacs	TIMEOUT (ERROR (1))	900.909637553	901.0121443551034	111.665152	TIMEOUT (ERROR (1))	900.996182245	904.1006632978097	52.019200
ere-sand-castle/SC-25.sdimacs	TIMEOUT (ABORTED)	901.006421203	901.2159657019656	130.146304	TIMEOUT (ERROR (1))	900.994197481	905.898785778787	54.042624
ere-sand-castle/SC-3.sdimacs	done	0.045866483	0.04749811999499798	14.839808	done	0.296207938	0.2991019170731306	46.215168
ere-sand-castle/SC-4.sdimacs	done	0.049677591	0.051362944999709725	15.097856	done	0.589073374	0.591436751652509	46.157824
ere-sand-castle/SC-5.sdimacs	done	0.058290033	0.05938574415631592	15.360000	done	1.178215319	1.181783930864185	46.231552
ere-sand-castle/SC-6.sdimacs	done	0.079507956	0.08101727603934705	15.622144	done	2.351344062	2.3616204131394625	46.333952
ere-sand-castle/SC-7.sdimacs	done	0.139254399	0.14104379108175635	16.543744	done	4.712108437	4.728079837281257	46.379008
ere-sand-castle/SC-8.sdimacs	done	0.352024056	0.35363851208239794	18.767872	done	9.454828505	9.480691547971219	46.379008
ere-sand-castle/SC-9.sdimacs	done	0.921918439	0.9229593141935766	22.044672	done	18.980541885	19.04816913465038	46.383104
ere-ToiletA/toilet_a_02_01.2.sdimacs	done	0.045498208	0.046744644874706864	14.577664	done	0.07265411	0.07579299155622721	45.801472
ere-ToiletA/toilet_a_02_01.3.sdimacs	done	0.048656524	0.04995678388513625	14.577664	done	0.114125325	0.11630070116370916	45.948928
ere-ToiletA/toilet_a_02_01.4.sdimacs	done	0.048508582	0.04986158199608326	14.839808	done	0.112927655	0.11454991018399596	46.063616
ere-ToiletA/toilet_a_02_05.2.sdimacs	done	0.043429929	0.04901464702561498	14.577664	done	0.076157237	0.07776461914181709	45.801472
ere-ToiletA/toilet_a_02_10.2.sdimacs	done	0.04637965	0.04767931718379259	14.577664	done	0.078237822	0.08027320681139827	45.805568
ere-ToiletA/toilet_a_04_01.2.sdimacs	done	0.047910616	0.05009921290911734	15.233024	done	0.077019652	0.07908381894230843	45.801472
ere-ToiletA/toilet_a_04_01.3.sdimacs	done	0.056555363	0.05812492105178535	15.888384	done	0.537746697	0.541135829873383	46.235648
ere-ToiletA/toilet_a_04_01.4.sdimacs	done	0.111853643	0.11343747517094016	17.850368	done	1.434045557	1.440896684769541	46.264320
ere-ToiletA/toilet_a_04_01.5.sdimacs	done	0.272619251	0.27389928488992155	19.808256	done	3.833549154	3.851583885960281	46.411776
ere-ToiletA/toilet_a_04_01.6.sdimacs	done	0.99049613	0.9918451770208776	25.600000	done	10.096612827	10.148416331037879	46.395392
ere-ToiletA/toilet_a_04_01.7.sdimacs	done	3.865080153	3.8667652560397983	34.848768	done	25.231168567	25.326628148090094	46.477312
ere-ToiletA/toilet_a_04_01.8.sdimacs	done	1.178333474	1.1795382599812	27.336704	done	62.768638543	63.09417845308781	46.735360
ere-ToiletA/toilet_a_04_05.2.sdimacs	done	0.065565543	0.06700380705296993	15.888384	done	0.075950439	0.07826391188427806	45.813760
ere-ToiletA/toilet_a_04_10.2.sdimacs	done	0.055344332	0.057823312003165483	15.626240	done	0.076151246	0.07804279820993543	45.932544
ere-ToiletA/toilet_a_06_01.10.sdimacs	TIMEOUT (ERROR (1))	901.122749184	901.1438607710879	1244.266496	TIMEOUT (ERROR (1))	900.997883687	904.5821579140611	54.411264
ere-ToiletA/toilet_a_06_01.11.sdimacs	TIMEOUT (ERROR (1))	901.107724395	901.1425700359978	1162.608640	TIMEOUT (ERROR (1))	900.996146359	904.6486652330495	55.513088
ere-ToiletA/toilet_a_06_01.12.sdimacs	done	265.032594933	265.07090284791775	587.808768	TIMEOUT (ERROR (1))	900.993786322	904.6020120582543	62.377984
ere-ToiletA/toilet_a_06_01.2.sdimacs	done	0.065345285	0.06654983898624778	16.805888	done	0.077374613	0.08037065295502543	45.940736
ere-ToiletA/toilet_a_06_01.3.sdimacs	done	0.137087552	0.13884616922587156	19.951616	done	0.796777322	0.8031799029558897	46.383104
ere-ToiletA/toilet_a_06_01.4.sdimacs	done	0.528778185	0.5302349280100316	25.718784	done	2.749437949	2.763351809233427	46.419968
ere-ToiletA/toilet_a_06_01.5.sdimacs	done	2.494585541	2.4955948730930686	36.454400	done	8.581790392	8.61517350608483	46.485504
ere-ToiletA/toilet_a_06_01.6.sdimacs	done	6.56842868	6.569922545924783	97.800192	done	27.007313148	27.119211854878813	46.649344
ere-ToiletA/toilet_a_06_01.7.sdimacs	done	27.4379871	27.4398606531322	185.896960	done	82.627458077	82.92311479477212	46.993408
ere-ToiletA/toilet_a_06_01.8.sdimacs	done	142.351534437	142.3558636039961	466.296832	done	245.970410657	246.94722785800695	47.734784
ere-ToiletA/toilet_a_06_01.9.sdimacs	TIMEOUT (ERROR (1))	901.11366666	901.1374867290724	1173.020672	done	689.601738382	692.2755951490253	51.277824
ere-ToiletA/toilet_a_06_05.2.sdimacs	done	40.377658368	40.38050738698803	226.156544	done	0.077933172	0.07989246398210526	45.936640
ere-ToiletA/toilet_a_06_05.3.sdimacs	TIMEOUT (ERROR (1))	901.10197582	901.1256133578718	1138.638848	TIMEOUT (ERROR (1))	900.993056775	904.3782198466361	60.780544
ere-ToiletA/toilet_a_06_05.4.sdimacs	done	0.835348	0.8369089670013636	25.718784	TIMEOUT (ERROR (1))	900.98863327	904.7908589253202	57.397248
ere-ToiletA/toilet_a_06_10.2.sdimacs	done	0.261770903	0.2634983209427446	21.786624	done	0.081527468	0.083347556181252	46.067712
ere-ToiletA/toilet_a_08_01.10.sdimacs	TIMEOUT (ERROR (1))	901.203350659	901.2261347349267	2421.223424	TIMEOUT (ERROR (1))	901.006405648	902.5758298216388	60.583936
ere-ToiletA/toilet_a_08_01.11.sdimacs	TIMEOUT (ERROR (1))	901.205924056	901.2274724310264	2433.941504	TIMEOUT (ERROR (1))	901.004009858	902.4818358300254	54.095872
ere-ToiletA/toilet_a_08_01.12.sdimacs	TIMEOUT (ERROR (1))	901.194758735	901.2159313249867	2306.215936	TIMEOUT (ERROR (1))	901.003001822	902.5008716909215	55.058432
ere-ToiletA/toilet_a_08_01.13.sdimacs	TIMEOUT (ERROR (1))	901.178390378	901.2031527280342	2199.785472	TIMEOUT (ERROR (1))	901.003407065	902.5505817639641	55.332864
ere-ToiletA/toilet_a_08_01.14.sdimacs	TIMEOUT (ERROR (1))	901.165108962	901.197699676035	2144.735232	TIMEOUT (ERROR (1))	901.006850927	902.1946509922855	55.873536
ere-ToiletA/toilet_a_08_01.15.sdimacs	TIMEOUT (ERROR (1))	901.167421718	901.1885693680961	2041.729024	TIMEOUT (ERROR (1))	901.005133012	902.4403609759174	55.881728
ere-ToiletA/toilet_a_08_01.16.sdimacs	done	74.211185126	74.21529294992797	264.097792	TIMEOUT (ERROR (1))	901.007357092	902.5479650939815	56.311808
ere-ToiletA/toilet_a_08_01.2.sdimacs	done	0.304936759	0.30619364022277296	23.470080	done	0.100561429	0.10347520327195525	46.592000
ere-ToiletA/toilet_a_08_01.3.sdimacs	done	1.09504428	1.0962249781005085	30.949376	done	1.582021777	1.5871834340505302	47.075328
ere-ToiletA/toilet_a_08_01.4.sdimacs	done	4.957843443	4.959197246935219	63.279104	done	6.606809109	6.61884895619005	47.149056
ere-ToiletA/toilet_a_08_01.5.sdimacs	done	18.972842741	18.97488105087541	184.098816	done	22.948133734	22.997812010347843	47.288320
ere-ToiletA/toilet_a_08_01.6.sdimacs	done	80.488405262	80.49982824688777	517.357568	done	83.369647842	83.50293804565445	47.632384
ere-ToiletA/toilet_a_08_01.7.sdimacs	done	483.7798893	483.79474025405943	1657.053184	done	291.286641207	291.80723163625225	48.373760
ere-ToiletA/toilet_a_08_01.8.sdimacs	TIMEOUT (ERROR (1))	901.124195571	901.2436396779958	2594.152448	TIMEOUT (ERROR (1))	901.006932006	902.4287384282798	54.439936
ere-ToiletA/toilet_a_08_01.9.sdimacs	TIMEOUT (ERROR (1))	901.215301788	901.2365264380351	2502.184960	TIMEOUT (ERROR (1))	900.999134677	902.3815220608376	55.517184
ere-ToiletA/toilet_a_08_05.10.sdimacs	done	4.978486343	4.980481215985492	50.397184	TIMEOUT (ERROR (1))	901.005212463	902.3143446473405	72.122368
ere-ToiletA/toilet_a_08_05.2.sdimacs	TIMEOUT (ERROR (1))	901.253549791	901.277093518991	2907.148288	done	0.102042072	0.10404380690306425	46.718976
ere-ToiletA/toilet_a_08_05.3.sdimacs	TIMEOUT (ERROR (1))	901.176994287	901.2888018118683	2910.830592	TIMEOUT (ERROR (1))	901.006795404	902.4747308869846	53.547008
ere-ToiletA/toilet_a_08_05.4.sdimacs	done	48.801210979	48.8042431040667	329.383936	TIMEOUT (ERROR (1))	901.002704456	902.6279795509763	55.754752
ere-ToiletA/toilet_a_08_05.5.sdimacs	done	11.794093751	11.795883561018854	90.062848	TIMEOUT (ERROR (1))	901.008343882	902.3307130890898	59.449344
ere-ToiletA/toilet_a_08_05.6.sdimacs	done	4.939715603	4.941807807888836	51.621888	TIMEOUT (ERROR (1))	901.007199877	902.157213462051	61.579264
ere-ToiletA/toilet_a_08_05.7.sdimacs	done	8.550939821	8.553250879980624	64.888832	TIMEOUT (ERROR (1))	901.005048756	902.3129454790615	64.831488
ere-ToiletA/toilet_a_08_05.8.sdimacs	done	4.219693121	4.221547699999064	45.772800	TIMEOUT (ERROR (1))	901.007084726	902.1864917404018	67.321856
ere-ToiletA/toilet_a_08_05.9.sdimacs	done	12.079558602	12.08259045612067	86.675456	TIMEOUT (ERROR (1))	901.003413635	902.3988381060772	69.951488
ere-ToiletA/toilet_a_08_10.2.sdimacs	done	5.159125084	5.161014631856233	70.717440	done	0.09982934	0.10158548597246408	46.850048
ere-ToiletA/toilet_a_10_01.10.sdimacs	TIMEOUT (ERROR (1))	901.19949565	901.2165521290153	2231.644160	TIMEOUT (ERROR (1))	900.908187009	901.0029912251048	53.157888
ere-ToiletA/toilet_a_10_01.11.sdimacs	TIMEOUT (ERROR (1))	901.209384166	901.2318650509696	2123.919360	TIMEOUT (ERROR (1))	900.896950893	901.0034023737535	53.293056
ere-ToiletA/toilet_a_10_01.12.sdimacs	TIMEOUT (ERROR (1))	901.181273261	901.200478034094	2036.322304	TIMEOUT (ERROR (1))	900.823097936	901.0035352488048	53.510144
ere-ToiletA/toilet_a_10_01.13.sdimacs	TIMEOUT (ERROR (1))	901.186638944	901.2060609061737	2089.168896	TIMEOUT (ERROR (1))	900.917341489	901.0027318983339	53.862400
ere-ToiletA/toilet_a_10_01.14.sdimacs	TIMEOUT (ERROR (1))	901.161365733	901.1913227569312	1982.599168	TIMEOUT (ERROR (1))	900.908701714	901.0035401219502	53.981184
ere-ToiletA/toilet_a_10_01.15.sdimacs	TIMEOUT (ERROR (1))	901.152983358	901.1726734221447	1854.816256	TIMEOUT (ERROR (1))	900.91975192	901.004022968933	56.020992
ere-ToiletA/toilet_a_10_01.16.sdimacs	TIMEOUT (ERROR (1))	901.174409948	901.1917716320604	2031.763456	TIMEOUT (ERROR (1))	900.916352095	901.0035538929515	55.599104
ere-ToiletA/toilet_a_10_01.17.sdimacs	TIMEOUT (ERROR (1))	901.149326682	901.1691902689636	1717.489664	TIMEOUT (ERROR (1))	900.913480387	901.0039446433075	54.554624
ere-ToiletA/toilet_a_10_01.18.sdimacs	TIMEOUT (ERROR (1))	901.1326975	901.1530184999574	1694.912512	TIMEOUT (ERROR (1))	900.895922628	901.0033597950824	54.317056
ere-ToiletA/toilet_a_10_01.19.sdimacs	TIMEOUT (ERROR (1))	901.131998308	901.1597991639283	1731.387392	TIMEOUT (ERROR (1))	900.849712895	901.003819278907	54.415360
ere-ToiletA/toilet_a_10_01.2.sdimacs	done	4.9518586	4.953384279971942	54.276096	done	0.353298505	0.35554401902481914	50.970624
ere-ToiletA/toilet_a_10_01.20.sdimacs	TIMEOUT (ERROR (1))	901.132136403	901.1476733228192	1595.961344	TIMEOUT (ERROR (1))	900.918060718	901.0052103791386	54.886400
ere-ToiletA/toilet_a_10_01.3.sdimacs	done	16.142136189	16.145380534930155	89.182208	done	9.599552547	9.602636390831321	51.314688
ere-ToiletA/toilet_a_10_01.4.sdimacs	done	86.412100031	86.4268206411507	308.109312	done	47.310034526	47.316665654070675	51.429376
ere-ToiletA/toilet_a_10_01.5.sdimacs	done	323.470192097	323.51157515193336	1007.034368	done	175.091713073	175.11155072692782	51.728384
ere-ToiletA/toilet_a_10_01.6.sdimacs	TIMEOUT (ERROR (1))	901.219324679	901.2334406059235	2535.657472	done	713.535570291	713.6190238101408	52.256768
ere-ToiletA/toilet_a_10_01.7.sdimacs	TIMEOUT (ERROR (1))	901.217173712	901.2350056590512	2529.349632	TIMEOUT (ERROR (1))	900.912772189	901.0036766030826	52.715520
ere-ToiletA/toilet_a_10_01.8.sdimacs	TIMEOUT (ERROR (1))	901.122226086	901.225635384908	2401.378304	TIMEOUT (ERROR (1))	900.830584421	901.0027559329756	53.272576
ere-ToiletA/toilet_a_10_01.9.sdimacs	TIMEOUT (ERROR (1))	901.146419375	901.2369433939457	2487.037952	TIMEOUT (ERROR (1))	900.927254996	901.003137013875	53.440512
ere-ToiletA/toilet_a_10_05.2.sdimacs	TIMEOUT (ERROR (1))	901.270810687	901.2871870780364	2894.393344	done	0.35613115	0.35768316499888897	51.101696
ere-ToiletA/toilet_a_10_05.3.sdimacs	TIMEOUT (ERROR (1))	901.248989527	901.2656409081537	2702.995456	TIMEOUT (ERROR (1))	900.906011499	901.003171226941	53.104640
ere-ToiletA/toilet_a_10_05.4.sdimacs	TIMEOUT (ERROR (1))	901.238094683	901.2610095681157	2591.576064	TIMEOUT (ERROR (1))	900.873636708	901.0035435510799	54.759424
ere-ToiletA/toilet_a_10_10.2.sdimacs	done	38.670339979	38.67247428186238	171.974656	done	0.352534012	0.35471243131905794	51.097600
