   BENCHMARK INFORMATION
benchmark definition:    test/test-sets/dissertation/dcssat-re.xml
name:                    dcssat-re
run sets:                default
date:                    Sat, 2021-04-24 12:18:42 CST
tool:                    DC-SSAT
tool executable:         bin/dcssat
options:
parallel runs:           8
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    alcom-PowerEdge-T440
os:                      Linux-5.4.0-58-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon Silver 4210 CPU @ 2.20GHz
- cores:                 40
- max frequency:         3200.0 MHz
- turbo boost enabled:   False
ram:                     134616.424448 MB
------------------------------------------------------------



default
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                       status                       cpu time   wall time        host
re-random-k-CNF/rand-3-50-250-25.198.sdimacs    done                             0.01        0.01        None
re-random-k-CNF/rand-3-50-250-25.199.sdimacs    done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-30-5.100.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-30-5.101.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-30-5.102.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-30-5.103.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-30-5.104.sdimacs      done                             0.00        0.01        None
re-random-k-CNF/rand-4-10-40-5.105.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-40-5.106.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-40-5.107.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-40-5.108.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-40-5.109.sdimacs      done                             0.01        0.02        None
re-random-k-CNF/rand-4-10-50-5.110.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-50-5.111.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-50-5.112.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-50-5.113.sdimacs      done                             0.01        0.02        None
re-random-k-CNF/rand-4-10-50-5.114.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-60-5.115.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-60-5.116.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-60-5.117.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-60-5.118.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-10-60-5.119.sdimacs      done                             0.01        0.01        None
re-random-k-CNF/rand-4-20-100-10.130.sdimacs    done                             0.02        0.02        None
re-random-k-CNF/rand-4-20-100-10.131.sdimacs    done                             0.02        0.03        None
re-random-k-CNF/rand-4-20-100-10.132.sdimacs    done                             0.01        0.09        None
re-random-k-CNF/rand-4-20-100-10.133.sdimacs    done                             0.02        0.02        None
re-random-k-CNF/rand-4-20-100-10.134.sdimacs    done                             0.01        0.02        None
re-random-k-CNF/rand-4-20-120-10.135.sdimacs    done                             0.01        0.02        None
re-random-k-CNF/rand-4-20-120-10.136.sdimacs    done                             0.01        0.02        None
re-random-k-CNF/rand-4-20-120-10.137.sdimacs    done                             0.01        0.01        None
re-random-k-CNF/rand-4-20-120-10.138.sdimacs    done                             0.02        0.02        None
re-random-k-CNF/rand-4-20-120-10.139.sdimacs    done                             0.01        0.02        None
re-random-k-CNF/rand-4-20-60-10.120.sdimacs     done                             0.01        0.02        None
re-random-k-CNF/rand-4-20-60-10.121.sdimacs     done                             0.02        0.03        None
re-random-k-CNF/rand-4-20-60-10.122.sdimacs     done                             0.01        0.02        None
re-random-k-CNF/rand-4-20-60-10.123.sdimacs     done                             0.01        0.01        None
re-random-k-CNF/rand-4-20-60-10.124.sdimacs     done                             0.01        0.02        None
re-random-k-CNF/rand-4-20-80-10.125.sdimacs     done                             0.02        0.02        None
re-random-k-CNF/rand-4-20-80-10.126.sdimacs     done                             0.01        0.02        None
re-random-k-CNF/rand-4-20-80-10.127.sdimacs     done                             0.02        0.02        None
re-random-k-CNF/rand-4-20-80-10.128.sdimacs     done                             0.02        0.02        None
re-random-k-CNF/rand-4-20-80-10.129.sdimacs     done                             0.02        0.02        None
re-random-k-CNF/rand-4-30-120-15.145.sdimacs    done                             0.11        0.12        None
re-random-k-CNF/rand-4-30-120-15.146.sdimacs    done                             0.14        0.14        None
re-random-k-CNF/rand-4-30-120-15.147.sdimacs    done                             0.25        0.26        None
re-random-k-CNF/rand-4-30-120-15.148.sdimacs    done                             0.28        0.28        None
re-random-k-CNF/rand-4-30-120-15.149.sdimacs    done                             0.16        0.16        None
re-random-k-CNF/rand-4-30-150-15.150.sdimacs    done                             0.07        0.07        None
re-random-k-CNF/rand-4-30-150-15.151.sdimacs    done                             0.08        0.09        None
re-random-k-CNF/rand-4-30-150-15.152.sdimacs    done                             0.12        0.12        None
re-random-k-CNF/rand-4-30-150-15.153.sdimacs    done                             0.13        0.13        None
re-random-k-CNF/rand-4-30-150-15.154.sdimacs    done                             0.19        0.19        None
re-random-k-CNF/rand-4-30-180-15.155.sdimacs    done                             0.09        0.10        None
re-random-k-CNF/rand-4-30-180-15.156.sdimacs    done                             0.09        0.09        None
re-random-k-CNF/rand-4-30-180-15.157.sdimacs    done                             0.07        0.07        None
re-random-k-CNF/rand-4-30-180-15.158.sdimacs    done                             0.07        0.07        None
re-random-k-CNF/rand-4-30-180-15.159.sdimacs    done                             0.06        0.06        None
re-random-k-CNF/rand-4-30-90-15.140.sdimacs     done                             0.15        0.15        None
re-random-k-CNF/rand-4-30-90-15.141.sdimacs     done                             0.09        0.09        None
re-random-k-CNF/rand-4-30-90-15.142.sdimacs     done                             0.24        0.24        None
re-random-k-CNF/rand-4-30-90-15.143.sdimacs     done                             0.28        0.28        None
re-random-k-CNF/rand-4-30-90-15.144.sdimacs     done                             0.07        0.07        None
re-random-k-CNF/rand-4-40-120-20.160.sdimacs    done                             5.18        5.18        None
re-random-k-CNF/rand-4-40-120-20.161.sdimacs    done                             3.81        3.81        None
re-random-k-CNF/rand-4-40-120-20.162.sdimacs    done                             2.18        2.18        None
re-random-k-CNF/rand-4-40-120-20.163.sdimacs    done                             5.66        5.67        None
re-random-k-CNF/rand-4-40-120-20.164.sdimacs    done                             2.04        2.05        None
re-random-k-CNF/rand-4-40-160-20.165.sdimacs    done                             6.39        6.39        None
